"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","logFC_Cancer_vs_Normal","B","GeneName","ENTREZID"
"217951_s_at","PHF3",1.74786244100514,5.48589587579545,21.8364668718074,9.56769564285193e-46,5.87768268845988e-43,-1.74786244100514,93.6670739777189,"PHD finger protein 3","23469"
"211136_s_at","CLPTM1",-1.92397907116216,7.92876261199242,-21.8293165429627,9.89898715987905e-46,6.01363469962652e-43,1.92397907116216,93.6332888974344,"CLPTM1 regulator of GABA type A receptor forward trafficking","1209"
"1563321_s_at","MLLT10",-2.21734797366023,6.33252766771212,-21.8211893045222,1.0289571513375e-45,6.18222332410746e-43,2.21734797366023,93.5948800899103,"MLLT10 histone lysine methyltransferase DOT1L cofactor","8028"
"206917_at","GNA13",-2.40289359477348,5.44591902718939,-21.7665939606467,1.3347155279917e-45,7.69384799992768e-43,2.40289359477348,93.3366491449395,"G protein subunit alpha 13","10672"
"227969_at","PCBP1-AS1",2.76213409395881,6.22832101031818,21.6961135716097,1.86850316075187e-45,1.0424531664705e-42,-2.76213409395881,93.0027247632265,"PCBP1 antisense RNA 1","400960"
"215050_x_at","MAPKAPK2",-1.22106898648133,5.99423142312121,-21.681931544958,1.99951856425198e-45,1.09323677500477e-42,1.22106898648133,92.9354565323767,"MAPK activated protein kinase 2","9261"
"216595_at","FAM186A",1.2273415296036,2.91611005877273,21.6709407554672,2.1073749906594e-45,1.14079928330993e-42,-1.2273415296036,92.8833074331529,"family with sequence similarity 186 member A","121006"
"229916_at","ENPP6",1.50905695443372,2.93181739350758,21.5578507223908,3.62151967382679e-45,1.90390950160077e-42,-1.50905695443372,92.3458269045495,"ectonucleotide pyrophosphatase/phosphodiesterase 6","133121"
"1559397_s_at","PRR14",-1.78709555696525,6.29966465098485,-21.4629481040158,5.71158623110952e-45,2.94604695458409e-42,1.78709555696525,91.893530717928,"proline rich 14","78994"
"202734_at","TRIP10",-2.04198412306949,7.25427809962879,-21.4595668418478,5.80517685863154e-45,2.96633686678205e-42,2.04198412306949,91.877394824655,"thyroid hormone receptor interactor 10","9322"
"200787_s_at","PEA15",-2.53128453722522,8.56304658769697,-21.4368331458665,6.47575446746561e-45,3.27835069915447e-42,2.53128453722522,91.7688684043709,"proliferation and apoptosis adaptor protein 15","8682"
"236431_at","U2SURP",1.77082223053667,4.06593188405303,21.4284966162272,6.74072519614953e-45,3.38118486329794e-42,-1.77082223053667,91.7290548773249,"U2 snRNP associated SURP domain containing","23350"
"232483_at","MED17",1.74156054810939,4.50587877191667,21.3847401931413,8.32112613400642e-45,4.09871685925046e-42,-1.74156054810939,91.5199381539885,"mediator complex subunit 17","9440"
"203294_s_at","LMAN1",-2.40145161408493,6.17481259175758,-21.3008222055115,1.24712090270571e-44,5.98125748731883e-42,2.40145161408493,91.1182021531922,"lectin, mannose binding 1","3998"
"203085_s_at","TGFB1",-3.29355411992277,7.45750613693939,-21.2841021016049,1.3519685458411e-44,6.42772871685756e-42,3.29355411992277,91.0380516153882,"transforming growth factor beta 1","7040"
"227621_at","WTAP",-2.1802008245238,8.90924568215909,-21.2672745593394,1.46644314029836e-44,6.85280159793271e-42,2.1802008245238,90.9573500394075,"WT1 associated protein","9589"
"1558306_at","THADA",-1.47991692421879,4.98387406331818,-21.261786751596,1.50584464692163e-44,6.97729288732541e-42,1.47991692421879,90.9310237811506,"THADA armadillo repeat containing","63892"
"1559276_at","PCAT18",2.45616007968725,3.45404067964394,21.1943283776137,2.08670143153723e-44,9.58742863607545e-42,-2.45616007968725,90.6070965654002,"prostate cancer associated transcript 18","728606"
"240230_s_at","AGAP9",1.46026443763449,4.7804502835,21.1417383057935,2.69206099854075e-44,1.22657029246013e-41,-1.46026443763449,90.3541620140379,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9","642517"
"201020_at","YWHAH",1.78344475714671,8.56751189562879,21.1102829427322,3.13562438607297e-44,1.41686168023587e-41,-1.78344475714671,90.2027069613989,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","7533"
"204055_s_at","MIA2",2.52322366390604,4.9569787007197,21.0627871550608,3.94860280560293e-44,1.75520210078325e-41,-2.52322366390604,89.973778821412,"MIA SH3 domain ER export factor 2","4253"
"226880_at","NUCKS1",-2.26857986116087,10.5894060512273,-20.9489038669305,6.87078391512382e-44,3.02951702064028e-41,2.26857986116087,89.423689369028,"nuclear casein kinase and cyclin dependent kinase substrate 1","64710"
"1554241_at","COCH",-2.26001389966795,8.63353512895455,-20.8950644909625,8.93266286596862e-44,3.90714673757468e-41,2.26001389966795,89.1630513914737,"cochlin","1690"
"227511_at","SAMD4B",-1.97002136136293,6.21760452600758,-20.8730261837483,9.94673021396963e-44,4.31617043213325e-41,1.97002136136293,89.0562561869105,"sterile alpha motif domain containing 4B","55095"
"215231_at","PRKAG2",1.47813920129343,2.99615682576515,20.8618311407599,1.05054076196364e-43,4.52270205987103e-41,-1.47813920129343,89.0019824044249,"protein kinase AMP-activated non-catalytic subunit gamma 2","51422"
"1557275_a_at","TLCD2",2.55622927893178,4.5178844614697,20.7970539968891,1.44168228381473e-43,6.15812334902892e-41,-2.55622927893178,88.6876261419187,"TLC domain containing 2","727910"
"204021_s_at","PURA",1.79522397561261,7.12631953202273,20.7476056495982,1.83633953032403e-43,7.72322029388204e-41,-1.79522397561261,88.4472966634365,"purine rich element binding protein A","5813"
"235057_at","ITCH",2.39154703097168,4.17772408346212,20.6914784289439,2.41764104391711e-43,1.00904216852037e-40,-2.39154703097168,88.1741263188645,"itchy E3 ubiquitin protein ligase","83737"
"1555817_s_at","THSD4",1.18334666630373,2.80978308656061,20.6897689216935,2.43799246754419e-43,1.00982756184075e-40,-1.18334666630373,88.165799828331,"thrombospondin type 1 domain containing 4","79875"
"232030_at","EPG5",1.82787671371171,3.39996835471212,20.605600043406,3.68531725798079e-43,1.51499790285789e-40,-1.82787671371171,87.7553748133722,"ectopic P-granules 5 autophagy tethering factor","57724"
"210317_s_at","YWHAE",-2.84062639323423,7.99731337861364,-20.5417888007241,5.04399667936478e-43,2.05806357047962e-40,2.84062639323423,87.4436115444171,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon","7531"
