"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","logFC_Cancer_vs_Normal","B","GeneName","ENTREZID"
"228250_at","FNIP1",-1.86780088538481,5.87324569990909,-19.7195817735341,3.01289461156393e-41,1.00445129809303e-38,1.86780088538481,83.3796984094535,"folliculin interacting protein 1","96459"
"1558515_at","FTX",-1.8861574651081,7.84010660396212,-19.6753106767675,3.76423077037645e-41,1.23427346407659e-38,1.8861574651081,83.1584117540736,"FTX transcript, XIST regulator","100302692"
"214196_s_at","TPP1",-1.61839488595238,7.56243514399242,-19.6750073660621,3.76998021949319e-41,1.23427346407659e-38,1.61839488595238,83.1568948022239,"tripeptidyl peptidase 1","1200"
"201469_s_at","SHC1",-1.6584595856435,6.94501474956818,-19.6719780044065,3.82789022409753e-41,1.24577320239603e-38,1.6584595856435,83.1417433660954,"SHC adaptor protein 1","6464"
"200695_at","PPP2R1A",-1.45334986015057,8.6249534267197,-19.5839296786465,5.9648797793004e-41,1.89610349961192e-38,1.45334986015057,82.7008513407821,"protein phosphatase 2 scaffold subunit Aalpha","5518"
"203676_at","GNS",-2.09910169483397,6.8899635265,-19.4054015790101,1.47066391879439e-40,4.62118102069444e-38,2.09910169483397,81.8038316130063,"glucosamine (N-acetyl)-6-sulfatase","2799"
"238706_at","TENT2",-2.39288095834233,7.27066857833333,-19.3599423401828,1.85176962980188e-40,5.75258548348965e-38,2.39288095834233,81.5747658732791,"terminal nucleotidyltransferase 2","167153"
"202024_at","GET3",-1.24998472204375,8.08003972778788,-19.2944052922162,2.58261263668756e-40,7.97764666163235e-38,1.24998472204375,81.2440622797239,"guided entry of tail-anchored proteins factor 3, ATPase","439"
"202118_s_at","CPNE3",-2.38962770366022,8.12693948784849,-19.2845439387957,2.71530372333822e-40,8.34040624008523e-38,2.38962770366022,81.194253595611,"copine 3","8895"
"212016_s_at","PTBP1",-1.67064313733333,7.74886820118182,-19.1589040690336,5.14648516999964e-40,1.52926128624854e-37,1.67064313733333,80.5585668897322,"polypyrimidine tract binding protein 1","5725"
"1555337_a_at","ZNF317",-1.67583265667181,5.05777519007576,-19.0890026877359,7.35162424593353e-40,2.17270300349414e-37,1.67583265667181,80.2040175937506,"zinc finger protein 317","57693"
"212249_at","PIK3R1",-2.61397433921363,6.02225385396212,-19.077428769494,7.79923789230187e-40,2.29259855785809e-37,2.61397433921363,80.1452526671929,"phosphoinositide-3-kinase regulatory subunit 1","5295"
"203388_at","ARRB2",-1.46659865303989,6.94044280181818,-19.0734539047229,7.95919958210052e-40,2.32710822006067e-37,1.46659865303989,80.125066895464,"arrestin beta 2","409"
"221762_s_at","PCIF1",-1.36050499506306,6.93331862924242,-19.0096319382816,1.10296250996105e-39,3.14085808500627e-37,1.36050499506306,79.8006791617759,"phosphorylated CTD interacting factor 1","63935"
"200796_s_at","MCL1",-3.28201037398069,6.75969579346212,-18.995788234978,1.18392624820335e-39,3.33665812476898e-37,3.28201037398069,79.7302469566692,"MCL1 apoptosis regulator, BCL2 family member","4170"
"203239_s_at","CNOT3",-1.7815584812767,6.30117042627273,-18.9561487357134,1.4503432294938e-39,4.0457916363558e-37,1.7815584812767,79.5284385334774,"CCR4-NOT transcription complex subunit 3","4849"
"201040_at","GNAI2",-1.65199436599356,8.2366293137803,-18.9469223971908,1.52054645270382e-39,4.19878168189805e-37,1.65199436599356,79.4814375245746,"G protein subunit alpha i2","2771"
"222641_s_at","FAM222B",-1.66557102549163,7.19626451212879,-18.9418793205123,1.56035231578173e-39,4.28704838519426e-37,1.66557102549163,79.4557423727698,"family with sequence similarity 222 member B","55731"
"201050_at","PLD3",-2.13939724935263,8.79998028885606,-18.8844994612584,2.09418531993966e-39,5.6403735156503e-37,2.13939724935263,79.1631552145899,"phospholipase D family member 3","23646"
"236372_at","PANX1",-1.25896972813127,4.55603797413636,-18.8649089178676,2.31572536622103e-39,6.20648452932033e-37,1.25896972813127,79.0631641517059,"pannexin 1","24145"
"230609_at","CLINT1",-3.53813388499742,5.86832110646212,-18.8605434180254,2.3682178011765e-39,6.31621015996707e-37,3.53813388499742,79.0408757497192,"clathrin interactor 1","9685"
"AFFX-HSAC07/X00351_5_at","ACTB",-1.78403728433719,12.6130835756818,-18.800302087268,3.22745071577534e-39,8.36307430734677e-37,1.78403728433719,78.7330602717519,"actin beta","60"
"216971_s_at","PLEC",-2.72049863487129,7.14043355625,-18.7690127172242,3.79109796167961e-39,9.77727740824681e-37,2.72049863487129,78.5729979219382,"plectin","5339"
"1555229_a_at","C1S",-4.39848086489188,8.49529405547727,-18.7091347005566,5.16049063538648e-39,1.3184571284568e-36,4.39848086489188,78.2663406053893,"complement C1s","716"
"218555_at","ANAPC2",-1.4422566117722,6.62395503231061,-18.6756471841965,6.13304384593148e-39,1.55964731291304e-36,1.4422566117722,78.0946393777558,"anaphase promoting complex subunit 2","29882"
"207983_s_at","STAG2",-1.59638800408622,7.96459480715909,-18.6407319866009,7.34383880143608e-39,1.84185498380054e-36,1.59638800408622,77.9154657979894,"STAG2 cohesin complex component","10735"
"223578_x_at","TALAM1",-1.87989185193307,7.73917543678788,-18.5199188438442,1.3714667547716e-38,3.36255357924381e-36,1.87989185193307,77.2942941387167,"TALAM1 transcript, MALAT1 antisense RNA","109136579"
"200964_at","UBA1",-1.51812006201673,9.90700621076515,-18.5116096975876,1.43176269948387e-38,3.49471542831611e-36,1.51812006201673,77.2515036998163,"ubiquitin like modifier activating enzyme 1","7317"
"209254_at","KLHDC10",-1.43888997285972,7.45973403342424,-18.5052751543647,1.47951306038887e-38,3.58521102487131e-36,1.43888997285972,77.2188761784262,"kelch domain containing 10","23008"
"215936_s_at","WASHC4",-1.81330644082368,7.57935600145455,-18.4207146283519,2.29362640968401e-38,5.38214695062116e-36,1.81330644082368,76.7828398156119,"WASH complex subunit 4","23325"
"212332_at","RBL2",-1.58434115395366,7.25069048965152,-18.4113084928242,2.40838753559207e-38,5.62729010720071e-36,1.58434115395366,76.7342810062627,"RB transcriptional corepressor like 2","5934"
"1556551_s_at","SLC39A6",-1.83167498303474,6.27833590001515,-18.4069533853209,2.46345967269606e-38,5.73147479168753e-36,1.83167498303474,76.7117941336292,"solute carrier family 39 member 6","25800"
"200646_s_at","NUCB1",-1.78670366052766,7.71964825480303,-18.3827940017308,2.792764022357e-38,6.44280054524763e-36,1.78670366052766,76.5870075186907,"nucleobindin 1","4924"
"213548_s_at","CDV3",-2.21849752265765,6.10910880562879,-18.380304212822,2.82912073551155e-38,6.49925110143252e-36,2.21849752265765,76.5741432046103,"CDV3 homolog","55573"
"213977_s_at","CIZ1",-1.42645542109266,6.92328449699242,-18.3344424467841,3.59071453045461e-38,8.04599659641827e-36,1.42645542109266,76.3370428635872,"CDKN1A interacting zinc finger protein 1","25792"
"229115_at","DYNC1H1",-1.62621940587902,7.46811788078788,-18.3158869305189,3.95458517634116e-38,8.78930668766069e-36,1.62621940587902,76.2410372062856,"dynein cytoplasmic 1 heavy chain 1","1778"
"216834_at","RGS1",-3.5865610065431,9.66914522012121,-18.3147706445562,3.97762107775795e-38,8.80471386341765e-36,3.5865610065431,76.2352601886093,"regulator of G protein signaling 1","5996"
"200722_s_at","CAPRIN1",-1.52813626326511,8.63016328835606,-18.311578852005,4.04423406273491e-38,8.88026093895707e-36,1.52813626326511,76.2187411124093,"cell cycle associated protein 1","4076"
"211973_at","NUDT3",-1.86356671157014,5.74428074689394,-18.2626569602908,5.21747018859555e-38,1.14106073024585e-35,1.86356671157014,75.9653853749555,"nudix hydrolase 3","11165"
"215451_s_at","AFF1",-1.20098845882496,5.04371808367424,-18.2342622672685,6.04959590315865e-38,1.31777552193306e-35,1.20098845882496,75.818196778175,"ALF transcription elongation factor 1","4299"
"209044_x_at","SF3B4",-1.79121560822522,8.54829999773485,-18.1974980721289,7.32825285660283e-38,1.57126362719514e-35,1.79121560822522,75.6274722614826,"splicing factor 3b subunit 4","10262"
"215236_s_at","PICALM",-1.82676085922394,7.79166294896212,-18.1795160658284,8.04929521738347e-38,1.71243274712234e-35,1.82676085922394,75.5341234877369,"phosphatidylinositol binding clathrin assembly protein","8301"
"1569269_s_at","SRGAP1",-1.50866334444916,4.90248908032576,-18.171713599733,8.38393878268905e-38,1.77671260830823e-35,1.50866334444916,75.4936063888242,"SLIT-ROBO Rho GTPase activating protein 1","57522"
"200808_s_at","ZYX",-2.84076015045044,7.78973698193939,-18.1640488475105,8.7262833313503e-38,1.84212178046941e-35,2.84076015045044,75.4537969462104,"zyxin","7791"
"200990_at","TRIM28",-1.77336019199099,9.11445178890152,-18.1209401491866,1.09306294396124e-37,2.23832271389816e-35,1.77336019199099,75.2297596822853,"tripartite motif containing 28","10155"
"1563471_at","EPG5",-1.35224511975675,5.79260878500758,-18.1090959834336,1.16288765177352e-37,2.37242098360885e-35,1.35224511975675,75.1681641995733,"ectopic P-granules 5 autophagy tethering factor","57724"
"239077_at","CSGALNACT2",-1.48935979929343,5.17422919709848,-18.0845937429932,1.32188890947809e-37,2.65714250462185e-35,1.48935979929343,75.0406844763232,"chondroitin sulfate N-acetylgalactosaminyltransferase 2","55454"
"1563357_at","TNF",-2.28797248316859,4.70882760856061,-18.0791093650073,1.36037060093149e-37,2.72447848373366e-35,2.28797248316859,75.0121401307908,"tumor necrosis factor","7124"
"225103_at","MRPL38",-1.5030706659202,8.00188968306061,-18.0581233353563,1.5183057869165e-37,3.02968499633795e-35,1.5030706659202,74.9028799738699,"mitochondrial ribosomal protein L38","64978"
"215706_x_at","ZYX",-2.27468574794594,8.57634761007576,-18.044941799652,1.62679747690221e-37,3.23436916544104e-35,2.27468574794594,74.8342242720546,"zyxin","7791"
"1554159_a_at","ZMYND11",-1.78230681856628,5.89983788804545,-18.0273605311107,1.78372170977347e-37,3.50809296697354e-35,1.78230681856628,74.7426187012733,"zinc finger MYND-type containing 11","10771"
"1555812_a_at","ARHGDIB",-2.57569508397168,8.88240291504546,-17.9861745830005,2.21350959677056e-37,4.27645361142863e-35,2.57569508397168,74.5278712212406,"Rho GDP dissociation inhibitor beta","397"
"213229_at","DICER1",-1.6526099144157,9.24716503923485,-17.9658174340215,2.4629490559177e-37,4.72497332043159e-35,1.6526099144157,74.4216485233438,"dicer 1, ribonuclease III","23405"
"200879_s_at","EPAS1",-2.25041829176576,5.86922758456061,-17.8906385479113,3.65516866296704e-37,6.77445242873637e-35,2.25041829176576,74.0289186213853,"endothelial PAS domain protein 1","2034"
"223661_at","NUCKS1",-1.93338994609909,5.5397434722803,-17.8885491961796,3.69552974132427e-37,6.82611785834137e-35,1.93338994609909,74.0179938751446,"nuclear casein kinase and cyclin dependent kinase substrate 1","64710"
"212794_s_at","WASHC4",-1.57662528886614,9.00321825217424,-17.8795008836914,3.87555251867187e-37,7.13453986391866e-35,1.57662528886614,73.9706760022972,"WASH complex subunit 4","23325"
"244490_at","LINC01355",-1.74428885793693,5.34299346347727,-17.8017911862126,5.83340660755384e-37,1.05261223190761e-34,1.74428885793693,73.5638744970683,"long intergenic non-protein coding RNA 1355","100996511"
"201702_s_at","PPP1R10",-1.64363521492664,6.43649014689394,-17.7785135185147,6.59448970362142e-37,1.17444209949675e-34,1.64363521492664,73.4418719084172,"protein phosphatase 1 regulatory subunit 10","5514"
"238420_at","TAOK1",-1.55073710043758,5.39696891227273,-17.7403968972733,8.06220725290518e-37,1.42654104062327e-34,1.55073710043758,73.2419498710891,"TAO kinase 1","57551"
"210996_s_at","YWHAE",-1.55612542280823,9.87947373234848,-17.7384733951246,8.14441908380436e-37,1.43643907550646e-34,1.55612542280823,73.231856291502,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon","7531"
"202017_at","EPHX1",-2.8133732581377,8.19024964817424,-17.695077645605,1.02404478793205e-36,1.78310983376385e-34,2.8133732581377,73.0040147861869,"epoxide hydrolase 1","2052"
"216033_s_at","FYN",-2.43554999641827,7.2996367277803,-17.6743724655278,1.14237473267809e-36,1.97656134522705e-34,2.43554999641827,72.8952235514797,"FYN proto-oncogene, Src family tyrosine kinase","2534"
"226967_at","FIZ1",-1.18999105774388,6.87599945346212,-17.672790766207,1.15195981990246e-36,1.98685814363302e-34,1.18999105774388,72.8869106401869,"FLT3 interacting zinc finger 1","84922"
"219872_at","GASK1B",-3.17902132057013,5.69266762294697,-17.6366917284744,1.39409423960794e-36,2.38940760346595e-34,3.17902132057013,72.6971011485676,"golgi associated kinase 1B","51313"
"40850_at","FKBP8",-1.673015452722,7.39341064723485,-17.6131786408145,1.57868994949917e-36,2.66403928977984e-34,1.673015452722,72.5733819726696,"FKBP prolyl isomerase 8","23770"
"224929_at","STING1",-2.12796721841441,7.09029793978788,-17.6071147071569,1.63015618376137e-36,2.72565105037166e-34,2.12796721841441,72.5414641727805,"stimulator of interferon response cGAMP interactor 1","340061"
"203330_s_at","STX5",-1.12400247845817,6.14754674219697,-17.6046551602231,1.65150836653604e-36,2.75293353476702e-34,1.12400247845817,72.5285169341784,"syntaxin 5","6811"
"203547_at","CD4",-1.9509785349601,7.66446782078788,-17.5713697886415,1.96968015978994e-36,3.23400188397942e-34,1.9509785349601,72.3532266451292,"CD4 molecule","920"
"226400_at","CDC42",-1.65336511512097,10.8196887006591,-17.5481814182798,2.22707507116764e-36,3.6347859557042e-34,1.65336511512097,72.2310290971933,"cell division cycle 42","998"
"91952_at","DCAF15",-1.28742089792664,6.11982959841667,-17.4681319811689,3.40477056297206e-36,5.4751714861911e-34,1.28742089792664,71.8086764233531,"DDB1 and CUL4 associated factor 15","90379"
"206725_x_at","BMP1",-1.21624981656628,6.24363159809091,-17.4218853313962,4.35259077153723e-36,6.95841814133912e-34,1.21624981656628,71.564312566294,"bone morphogenetic protein 1","649"
"222527_s_at","RBM22",-1.09464898345045,7.46608400187121,-17.3548343304442,6.21712889943101e-36,9.79600929614958e-34,1.09464898345045,71.2095535124508,"RNA binding motif protein 22","55696"
"206061_s_at","DICER1",-1.78202976839253,7.90926246341667,-17.3016730133601,8.25133842541443e-36,1.27887212341609e-33,1.78202976839253,70.9278916346361,"dicer 1, ribonuclease III","23405"
"203183_s_at","SMARCD1",-1.29255604680308,4.88941581707576,-17.3015482728861,8.25682413472119e-36,1.27887212341609e-33,1.29255604680308,70.9272303220907,"SWI/SNF related BAF chromatin remodeling complex subunit D1","6602"
