"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","logFC_Cancer_vs_Normal","B","GeneName","ENTREZID"
"1559276_at","PCAT18",2.45616007968725,3.45404067964394,21.1943283776137,2.08670143153723e-44,9.58742863607545e-42,-2.45616007968725,90.6070965654002,"prostate cancer associated transcript 18","728606"
"240230_s_at","AGAP9",1.46026443763449,4.7804502835,21.1417383057935,2.69206099854075e-44,1.22657029246013e-41,-1.46026443763449,90.3541620140379,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9","642517"
"201020_at","YWHAH",1.78344475714671,8.56751189562879,21.1102829427322,3.13562438607297e-44,1.41686168023587e-41,-1.78344475714671,90.2027069613989,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","7533"
"204055_s_at","MIA2",2.52322366390604,4.9569787007197,21.0627871550608,3.94860280560293e-44,1.75520210078325e-41,-2.52322366390604,89.973778821412,"MIA SH3 domain ER export factor 2","4253"
"215231_at","PRKAG2",1.47813920129343,2.99615682576515,20.8618311407599,1.05054076196364e-43,4.52270205987103e-41,-1.47813920129343,89.0019824044249,"protein kinase AMP-activated non-catalytic subunit gamma 2","51422"
"1557275_a_at","TLCD2",2.55622927893178,4.5178844614697,20.7970539968891,1.44168228381473e-43,6.15812334902892e-41,-2.55622927893178,88.6876261419187,"TLC domain containing 2","727910"
"204021_s_at","PURA",1.79522397561261,7.12631953202273,20.7476056495982,1.83633953032403e-43,7.72322029388204e-41,-1.79522397561261,88.4472966634365,"purine rich element binding protein A","5813"
"235057_at","ITCH",2.39154703097168,4.17772408346212,20.6914784289439,2.41764104391711e-43,1.00904216852037e-40,-2.39154703097168,88.1741263188645,"itchy E3 ubiquitin protein ligase","83737"
"1555817_s_at","THSD4",1.18334666630373,2.80978308656061,20.6897689216935,2.43799246754419e-43,1.00982756184075e-40,-1.18334666630373,88.165799828331,"thrombospondin type 1 domain containing 4","79875"
"232030_at","EPG5",1.82787671371171,3.39996835471212,20.605600043406,3.68531725798079e-43,1.51499790285789e-40,-1.82787671371171,87.7553748133722,"ectopic P-granules 5 autophagy tethering factor","57724"
"243692_at","GATA4",2.21818404820849,4.54613885074242,20.4452874652144,8.11566513181763e-43,3.19225892864841e-40,-2.21818404820849,86.9711400506086,"GATA binding protein 4","2626"
"200928_s_at","RAB14",1.36178879101673,3.62740765954545,20.3758232311186,1.14372038131487e-42,4.46663656059934e-40,-1.36178879101673,86.630301495634,"RAB14, member RAS oncogene family","51552"
"212103_at","KPNA6",1.66717639615701,7.25813510089394,20.3683357577484,1.18684976477676e-42,4.6021993538418e-40,-1.66717639615701,86.5935258396791,"karyopherin subunit alpha 6","23633"
"205773_at","CPEB3",1.66397018449806,4.43889412223485,20.3215701288008,1.49579787893712e-42,5.75934852330191e-40,-1.66397018449806,86.3636674914018,"cytoplasmic polyadenylation element binding protein 3","22849"
"232529_at","SP3",2.53316289217374,4.33197039259848,20.3021374563036,1.64687184657459e-42,6.29669358122137e-40,-2.53316289217374,86.2680709818067,"Sp3 transcription factor","6670"
"1570445_a_at","CEP192P1",2.49825248875804,4.21217221800758,20.2387580615729,2.25471268852738e-42,8.4435901537832e-40,-2.49825248875804,85.9559466830157,"CEP192 pseudogene 1","643201"
"229273_at","SALL1",2.27302500890347,3.1516307075303,20.2322113374703,2.32914403513902e-42,8.66298980416504e-40,-2.27302500890347,85.9236766036818,"spalt like transcription factor 1","6299"
"228670_at","TEP1",1.761233252435,7.2605503235303,20.1885453670657,2.89291942552178e-42,1.05446913060269e-39,-1.761233252435,85.7082974616717,"telomerase associated protein 1","7011"
"222336_at","SMIM14",1.89984716845431,4.2769354512803,20.0839489130984,4.86701731215878e-42,1.76227928173696e-39,-1.89984716845431,85.1913854176316,"small integral membrane protein 14","201895"
"205457_at","ILRUN",1.43431302858558,5.63671592438636,20.0302820102874,6.35939430791033e-42,2.27254826003266e-39,-1.43431302858558,84.9256188594528,"inflammation and lipid regulator with UBA-like and NBR1-like domains","64771"
"1556122_at","RAB11B-AS1",1.34061286249163,3.7170846539697,19.9974924671539,7.48964106765081e-42,2.64191048628263e-39,-1.34061286249163,84.7630576688383,"RAB11B antisense RNA 1","100507567"
"1559022_at","EFCAB14",1.53081768478507,5.04499835586364,19.9123638975437,1.14600168300592e-41,4.01651551399673e-39,-1.53081768478507,84.3403684489012,"EF-hand calcium binding domain 14","9813"
"236308_at","VSTM2A",2.33715958926383,3.37882518819697,19.9046118888287,1.19131460433392e-41,4.14873413961508e-39,-2.33715958926383,84.3018310274945,"V-set and transmembrane domain containing 2A","222008"
"225820_at","JADE1",2.22198105513255,5.9196136025303,19.8601175816083,1.4885179079467e-41,5.1509314314548e-39,-2.22198105513255,84.0804876575788,"jade family PHD finger 1","79960"
"230462_at","NUMB",2.1270256902368,5.53536136886364,19.8474441178721,1.58608048497937e-41,5.45402204504697e-39,-2.1270256902368,84.0173950473913,"NUMB endocytic adaptor protein","8650"
"215219_at","DOP1B",1.55734497979279,3.80516940814394,19.7301720965601,2.85673286418043e-41,9.58232327294879e-39,-1.55734497979279,83.4325961758778,"DOP1 leucine zipper like protein B","9980"
"233396_s_at","KAT14",1.63731699103089,4.70398184344697,19.7097656476299,3.16529361715189e-41,1.04886320313806e-38,-1.63731699103089,83.3306548027849,"lysine acetyltransferase 14","57325"
"220388_at","FER1L4",1.23324887736679,3.10492258695455,19.6510986123146,4.25209799635865e-41,1.37564176302313e-38,-1.23324887736679,83.0372823922652,"fer-1 like family member 4 (pseudogene)","80307"
"209204_at","LMO4",2.61883953407207,6.8917672085,19.6246030416145,4.85913428699831e-41,1.56278333612725e-38,-2.61883953407207,82.9046425548731,"LIM domain only 4","8543"
"240200_at","SULT1C2",3.73850632333075,6.30487713457576,19.5857121396749,5.91149868529576e-41,1.89012392174588e-38,-3.73850632333075,82.7097867035134,"sulfotransferase family 1C member 2","6819"
"209916_at","DHTKD1",2.10465169126126,6.48988405328788,19.3852163772718,1.62905194894386e-40,5.08962373191462e-38,-2.10465169126126,81.7021526519806,"dehydrogenase E1 and transketolase domain containing 1","55526"
"1552884_at","NKX6-3",2.71878556448262,5.87586459668939,19.1744107568917,4.75543907778979e-40,1.43648415236551e-37,-2.71878556448262,80.6371339989994,"NK6 homeobox 3","157848"
"222508_s_at","ARGLU1",1.74293570477992,6.19550264040909,19.1653275178988,4.98072378722392e-40,1.49281720264038e-37,-1.74293570477992,80.5911160606604,"arginine and glutamate rich 1","55082"
"1568598_at","KAZALD1",2.48470267468854,5.26201496688636,19.1647056188534,4.99653494436562e-40,1.49281720264038e-37,-2.48470267468854,80.5879649789811,"Kazal type serine peptidase inhibitor domain 1","81621"
"231230_at","KCNK10",2.20998705638095,4.05529889321212,19.0707492861727,8.06992315446306e-40,2.3469311088844e-37,-2.20998705638095,80.1113307266339,"potassium two pore domain channel subfamily K member 10","54207"
"239636_at","MCF2L",1.15309748304762,3.35241262384849,18.9976889054337,1.17246611438423e-39,3.32148107792527e-37,-1.15309748304762,79.7399183954668,"MCF.2 cell line derived transforming sequence like","23263"
"221021_s_at","CTNNBL1",1.53251928563835,8.31085361852273,18.9180553221247,1.7630310288875e-39,4.79570753753354e-37,-1.53251928563835,79.3343119153123,"catenin beta like 1","56259"
"223844_at","ADAMTS13",1.69217650972844,4.69131951668939,18.848083519665,2.52471050218039e-39,6.66852882641124e-37,-1.69217650972844,78.9772473650527,"ADAM metallopeptidase with thrombospondin type 1 motif 13","11093"
"227729_at","ZNF134",2.1117374129305,4.77387718156818,18.8406604939301,2.62283864076291e-39,6.89440878287078e-37,-2.1117374129305,78.9393311142277,"zinc finger protein 134","7693"
"231291_at","GIPR",1.71135156953024,6.37877283591667,18.819015371334,2.93141126879356e-39,7.66865603451139e-37,-1.71135156953024,78.8287292830623,"gastric inhibitory polypeptide receptor","2696"
"238621_at","FMN1",1.647354424435,5.17113106259091,18.8071925698055,3.11510278319281e-39,8.11039260338414e-37,-1.647354424435,78.7682920884573,"formin 1","342184"
"1562511_at","LYST",1.11382019312612,3.80278401962879,18.7344636266122,4.52913473247825e-39,1.16258423238614e-36,-1.11382019312612,78.3961151543497,"lysosomal trafficking regulator","1130"
"238174_at","FBXL17",1.42130104664993,3.78142128214394,18.6546453005163,6.83493819729932e-39,1.73009373119139e-36,-1.42130104664993,77.986883068641,"F-box and leucine rich repeat protein 17","64839"
"216058_s_at","CYP2C19",2.23406475616344,5.27830672905303,18.6449105038873,7.18712708689359e-39,1.81085794228529e-36,-2.23406475616344,77.9369167869009,"cytochrome P450 family 2 subfamily C member 19","1557"
"235434_at","CCDC134",1.80832016527413,6.20232009465152,18.5315215251179,1.2915143877962e-38,3.19518321958176e-36,-1.80832016527413,77.3540309446142,"coiled-coil domain containing 134","79879"
"238573_at","OTUD7B",1.62213789824195,5.6781172864697,18.5248864348362,1.33664435806523e-38,3.29193830077552e-36,-1.62213789824195,77.3198720471175,"OTU deubiquitinase 7B","56957"
"235795_at","PAX6",3.34292296580308,3.43680197470455,18.5027691662159,1.49884221235474e-38,3.61009682645354e-36,-3.34292296580308,77.2059671030775,"paired box 6","5080"
"1554314_at","C6orf141",2.36030229378893,3.46130659262121,18.4932964184747,1.57422766430616e-38,3.75855447798862e-36,-2.36030229378893,77.1571630120222,"chromosome 6 open reading frame 141","135398"
"233527_at","ESAM-AS1",2.05475919216216,4.10210733434849,18.4814419955943,1.67395697204362e-38,3.97928684549935e-36,-2.05475919216216,77.0960723522963,"ESAM antisense RNA 1","101929340"
"221696_s_at","STYK1",2.73511353362805,5.72895497018939,18.4281895778368,2.20635694653341e-38,5.19967957119459e-36,-2.73511353362805,76.8214209514508,"serine/threonine/tyrosine kinase 1","55359"
"220524_at","EPB41L4B",1.74049085533333,4.71681477043939,18.3857166509507,2.75068493286032e-38,6.37261435187025e-36,-1.74049085533333,76.6021073459318,"erythrocyte membrane protein band 4.1 like 4B","54566"
"233063_s_at","GMDS-DT",2.20770288737194,5.52057526069697,18.3637056756962,3.08395636203703e-38,7.05503406252613e-36,-2.20770288737194,76.4883613289833,"GMDS divergent transcript","100508120"
"224974_at","SUDS3",1.60099205599227,7.3561351585,18.350743161139,3.2989080160054e-38,7.51532482396229e-36,-1.60099205599227,76.4213462915095,"SDS3 homolog, SIN3A corepressor complex component","64426"
"226023_at","MAP2K7",1.33937225135263,5.78660760858333,18.3377339863776,3.52977223586956e-38,7.94224510831688e-36,-1.33937225135263,76.3540686357453,"mitogen-activated protein kinase kinase 7","5609"
"239478_x_at","GPATCH2L",1.02349758378764,2.98891971884091,18.3377277499145,3.5298867148075e-38,7.94224510831688e-36,-1.02349758378764,76.3540363783992,"G-patch domain containing 2 like","55668"
"230786_at","ZCCHC8",1.42079438535521,4.8871603652803,18.3248642963335,3.77413310978597e-38,8.42247868479788e-36,-1.42079438535521,76.2874912547873,"zinc finger CCHC-type containing 8","55596"
"220391_at","ZBTB3",1.26285619478635,4.00455525134091,18.3126647275142,4.02144689788374e-38,8.865831013782e-36,-1.26285619478635,76.2243611900466,"zinc finger and BTB domain containing 3","79842"
"236291_at","RDH5",1.44276414863706,4.71007100999242,18.2007702019965,7.20420107897898e-38,1.55074682674479e-35,-1.44276414863706,75.6444542622341,"retinol dehydrogenase 5","5959"
"235378_at","FAM161B",1.07503941722136,3.81500619840152,18.1929628810818,7.5037457313552e-38,1.60260663227283e-35,-1.07503941722136,75.6039328763775,"FAM161 centrosomal protein B","145483"
"1557359_at","MROCKI",1.75396102792664,4.08656248199242,18.1534057522411,9.22507094291718e-38,1.93249330959386e-35,-1.75396102792664,75.3985062087345,"MARCKS cis regulating lncRNA promoter of cytokines and inflammation","285758"
"219965_s_at","MAGIX",1.73556323066409,3.68817390443939,18.1424994921034,9.76592464856986e-38,2.03023547589566e-35,-1.73556323066409,75.3418335271213,"MAGI family member, X-linked","79917"
"1556088_at","RPAIN",1.80612830327284,4.47560125647727,18.1256355423469,1.06656226472777e-37,2.19226660992446e-35,-1.80612830327284,75.2541731463585,"RPA interacting protein","84268"
"1559590_at","CHDH",1.89977043510553,3.11569495009848,18.0318773454396,1.74201033654057e-37,3.45088460689694e-35,-1.89977043510553,74.7661568491813,"choline dehydrogenase","55349"
"208710_s_at","AP3D1",1.3782980830695,7.82033876425,18.0286725201204,1.77150356443691e-37,3.49664106085155e-35,-1.3782980830695,74.7494560387117,"adaptor related protein complex 3 subunit delta 1","8943"
"1557548_at","DIP2C-AS1",1.96351116687001,4.12428888610606,18.0193061774647,1.86060669634024e-37,3.64618892911838e-35,-1.96351116687001,74.7006392742285,"DIP2C antisense RNA 1","414235"
"228711_at","ZNF37A",1.7222911032664,5.92820470683333,18.0105498563153,1.94797478799655e-37,3.80376862620398e-35,-1.7222911032664,74.654991941951,"zinc finger protein 37A","7587"
"223324_s_at","TRPM7",1.43696666519047,6.59283612776515,18.0073111825143,1.98132337633074e-37,3.85511941640154e-35,-1.43696666519047,74.6381060646125,"transient receptor potential cation channel subfamily M member 7","54822"
"210505_at","ADH7",3.21195573553925,3.86972670186364,17.9879639015076,2.19283709174829e-37,4.25153787203326e-35,-3.21195573553925,74.5372053213693,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide","131"
"230885_at","SPG7",1.83244069146846,6.18698378732576,17.9593759040675,2.54761625079414e-37,4.85334210843796e-35,-1.83244069146846,74.3880260877014,"SPG7 matrix AAA peptidase subunit, paraplegin","6687"
"201072_s_at","SMARCC1",1.64944572648906,7.36612082401515,17.9205587197495,3.12345692765647e-37,5.86855695943703e-35,-1.64944572648906,74.185304520086,"SWI/SNF related BAF chromatin remodeling complex subunit C1","6599"
"219730_at","MED18",2.10840850971814,4.56011188844697,17.9049127408396,3.3910215735002e-37,6.327785137581e-35,-2.10840850971814,74.1035405336502,"mediator complex subunit 18","54797"
"1554769_at","ZNF785",1.87135879287258,4.18732858119697,17.8995719957166,3.48753067484499e-37,6.48573944378061e-35,-1.87135879287258,74.0756234367861,"zinc finger protein 785","146540"
"227116_at","MON1B",1.35460985275161,7.85148260942424,17.8499495815012,4.52718873146162e-37,8.2508014630888e-35,-1.35460985275161,73.8160671027055,"MON1 homolog B, secretory trafficking associated","22879"
"242649_x_at","HMGN2P46",3.41063710901286,5.34399337981061,17.8009492628782,5.85933126185173e-37,1.05381229191363e-34,-3.41063710901286,73.5594629973134,"high mobility group nucleosomal binding domain 2 pseudogene 46","283651"
"244287_at","SREK1",1.23138130765637,6.37467543582576,17.7840640812348,6.40440757372455e-37,1.1480688003062e-34,-1.23138130765637,73.4709695712668,"splicing regulatory glutamic acid and lysine rich protein 1","140890"
"212979_s_at","TCAF1",1.95575409554697,6.36810521209091,17.7799207541506,6.54576844881617e-37,1.1695748037223e-34,-1.95575409554697,73.4492494097748,"TRPM8 channel associated factor 1","9747"
"228320_x_at","BICDL1",2.61217677503346,7.07850052443182,17.7537688825848,7.51325782740357e-37,1.33372523283536e-34,-2.61217677503346,73.3121066542621,"BICD family like cargo adaptor 1","92558"
"243166_at","SLC30A5",1.37305873245302,3.65534379024242,17.7228581714556,8.84376345616208e-37,1.55476773943943e-34,-1.37305873245302,73.1498983569638,"solute carrier family 30 member 5","64924"
"1558236_at","DR1",2.19645243288159,5.90331139758333,17.7110000768257,9.41487638737367e-37,1.64986655922966e-34,-2.19645243288159,73.0876398062589,"down-regulator of transcription 1","1810"
"209712_at","SLC35D1",2.18113634264221,6.55043904034091,17.703662236285,9.78669234531075e-37,1.70954442166091e-34,-2.18113634264221,73.0491051912886,"solute carrier family 35 member D1","23169"
"214861_at","KDM4C",1.29586074934491,5.60689282003788,17.6803765126518,1.10671370095176e-36,1.9209387809377e-34,-1.29586074934491,72.9267760974592,"lysine demethylase 4C","23081"
"239671_at","SYT16",2.43311831687644,4.16472346312879,17.6293806156795,1.4490424259237e-36,2.47525282891734e-34,-2.43311831687644,72.6586394911513,"synaptotagmin 16","83851"
"203870_at","USP46",1.5470490472471,5.57681271299242,17.6288342774405,1.4532348570324e-36,2.47525282891734e-34,-1.5470490472471,72.6557650971594,"ubiquitin specific peptidase 46","64854"
"241804_at","LOC105369228",1.31155032343758,3.98521073093182,17.624789531352,1.48465433285002e-36,2.52091539281288e-34,-1.31155032343758,72.6344837342653,"uncharacterized LOC105369228","105369228"
"1552611_a_at","JAK1",1.60413412547361,7.4579969742803,17.6097032957603,1.60798312881015e-36,2.70512238669831e-34,-1.60413412547361,72.5550898875031,"Janus kinase 1","3716"
"222294_s_at","RAB27A",3.08762260094337,7.82504497752273,17.6030108014872,1.66594007426025e-36,2.76854934833371e-34,-3.08762260094337,72.5198604894115,"RAB27A, member RAS oncogene family","5873"
"232940_s_at","KMT2C",1.92918352600772,5.87259564275758,17.5944094771408,1.74351958853278e-36,2.88869495463727e-34,-1.92918352600772,72.4745748379081,"lysine methyltransferase 2C","58508"
"217775_s_at","RDH11",1.78798897553796,7.09770241131061,17.5817636679407,1.86421675158549e-36,3.07933688498299e-34,-1.78798897553796,72.4079785024544,"retinol dehydrogenase 11","51109"
"231999_at","ANKRD11",1.21312654177606,5.52910446812121,17.5728307227999,1.95450211940142e-36,3.21874708970701e-34,-1.21312654177606,72.360923217517,"ankyrin repeat domain containing 11","29123"
"229648_at","ARHGAP32",2.86436016284813,5.92845794761364,17.5377191822419,2.35401916454847e-36,3.81916907482752e-34,-2.86436016284813,72.175873697742,"Rho GTPase activating protein 32","9743"
"200835_s_at","MAP4",1.54346391812484,6.08693909556818,17.5357301648921,2.37896290876552e-36,3.84821884724127e-34,-1.54346391812484,72.1653863561849,"microtubule associated protein 4","4134"
"240735_at","CDC42BPA",1.15347359104504,3.15366355183333,17.4844688854852,3.12202653896045e-36,5.03530386482781e-34,-1.15347359104504,71.8949365024305,"CDC42 binding protein kinase alpha","8476"
"217613_at","TMEM144",1.62121665477091,3.45136425843182,17.4319041542648,4.12697228872326e-36,6.61707360369338e-34,-1.62121665477091,71.6172735968822,"transmembrane protein 144","55314"
"235722_at","SYNJ2BP",2.36996729247876,5.39354481078788,17.4075121186178,4.69807765424242e-36,7.48884535701762e-34,-2.36996729247876,71.4883120275794,"synaptojanin 2 binding protein","55333"
"219905_at","ERMAP",1.23822564615444,5.17777424574242,17.3740986403114,5.61149031145446e-36,8.89299225445717e-34,-1.23822564615444,71.3115351975945,"erythroblast membrane associated protein (Scianna blood group)","114625"
"223720_at","SPINK7",2.2653496845238,3.9675630477197,17.3650074759151,5.88954318077683e-36,9.30666975170443e-34,-2.2653496845238,71.2634139261845,"serine peptidase inhibitor Kazal type 7","84651"
"224563_at","WASF2",1.50326501523166,6.34140660659848,17.3541009386537,6.24144021973314e-36,9.80605586246865e-34,-1.50326501523166,71.2056701736708,"WASP family member 2","10163"
"220724_at","CWH43",3.83417475766794,3.48197389533333,17.3102814075383,7.88147632980303e-36,1.22769150521932e-33,-3.83417475766794,70.9735245056166,"cell wall biogenesis 43 C-terminal homolog","80157"
"218705_s_at","SNX24",1.77395047035521,6.58936185689394,17.288847927346,8.8349560981902e-36,1.36455148211455e-33,-1.77395047035521,70.8598893951733,"sorting nexin 24","28966"
"211081_s_at","MAP4K5",1.76881996654182,4.70773598847727,17.2352624927932,1.17572535892903e-35,1.78008682078671e-33,-1.76881996654182,70.5755470542856,"mitogen-activated protein kinase kinase kinase kinase 5","11183"
"235937_at","OCLN",2.4089931658803,4.92155485415909,17.2348096305155,1.17856987357754e-35,1.78008682078671e-33,-2.4089931658803,70.5731425227366,"occludin","100506658"
"225896_at","MPRIP",1.36464851559588,5.9170508035303,17.2218449591501,1.26300143904615e-35,1.88673780546033e-33,-1.36464851559588,70.5042943087966,"myosin phosphatase Rho interacting protein","23164"
"205430_at","BMP5",1.93328392276576,3.33129259103788,17.2115584020467,1.33429385824161e-35,1.9824053450913e-33,-1.93328392276576,70.44965352092,"bone morphogenetic protein 5","653"
"1558527_at","PAXIP1-AS2",1.36922433199871,4.06869789920455,17.2039636242289,1.3895118188938e-35,2.0588498292146e-33,-1.36922433199871,70.4093028338698,"PAXIP1 antisense RNA 2","100132707"
"227703_s_at","SYTL4",2.66640868662548,6.04138887690909,17.150071116274,1.85316743962114e-35,2.70191812696763e-33,-2.66640868662548,70.1227731498716,"synaptotagmin like 4","94121"
"220723_s_at","CWH43",3.64541178432174,4.08101432940909,17.1338625931534,2.02094565273828e-35,2.93870222243259e-33,-3.64541178432174,70.0365285111284,"cell wall biogenesis 43 C-terminal homolog","80157"
"1556009_at","PEX13",2.17917001091505,4.2939659262803,17.1229664662171,2.14222794345384e-35,3.0985797039243e-33,-2.17917001091505,69.9785329310407,"peroxisomal biogenesis factor 13","5194"
"244350_at","MYO10",1.93209067119047,3.73452939165909,17.1085332124866,2.31421006044752e-35,3.33850752123926e-33,-1.93209067119047,69.9016885420335,"myosin X","4651"
"242086_at","SPATA6",2.52889166069626,5.57666994397727,17.0619922799278,2.96906060617046e-35,4.22743199589506e-33,-2.52889166069626,69.6537273020668,"spermatogenesis associated 6","54558"
"1554094_at","ENTPD5",1.44795349058301,4.95968301784091,17.0501981684696,3.16271770301091e-35,4.49146988083432e-33,-1.44795349058301,69.5908489471399,"ectonucleoside triphosphate diphosphohydrolase 5 (inactive)","957"
"211611_s_at","ATF6B",1.25468204798841,4.86801710626515,17.0495589373677,3.1735689267989e-35,4.49520417286865e-33,-1.25468204798841,69.5874405124964,"activating transcription factor 6 beta","1388"
"209984_at","KDM4C",1.27592412620463,6.40479585058333,17.0357807798608,3.41676557425782e-35,4.80235624093949e-33,-1.27592412620463,69.5139622192524,"lysine demethylase 4C","23081"
"225583_at","UXS1",1.25802649041956,8.00751173536364,17.0232171549347,3.65480585573655e-35,5.12375667083067e-33,-1.25802649041956,69.4469410163352,"UDP-glucuronate decarboxylase 1","80146"
"209575_at","IL10RB",1.6749808662278,7.84704647653788,17.0181469874802,3.75552266112135e-35,5.25148852933017e-33,-1.6749808662278,69.4198885993641,"interleukin 10 receptor subunit beta","3588"
"241669_x_at","PRKD2",1.66050199806177,4.37470142216667,17.0109900526136,3.90245446995324e-35,5.44302801389524e-33,-1.66050199806177,69.3816967415092,"protein kinase D2","25865"
"239922_at","CCDC142",1.29675840200772,4.42492372018182,16.9844969424316,4.49841497826595e-35,6.21087977112856e-33,-1.29675840200772,69.2402667557643,"coiled-coil domain containing 142","84865"
"51146_at","PIGV",1.43730786411583,6.32659044577273,16.9306497452409,6.00648686738066e-35,8.22553224637162e-33,-1.43730786411583,68.9525505597694,"phosphatidylinositol glycan anchor biosynthesis class V","55650"
