"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","logFC_Tumor_vs_Normal","B","GeneName","ENTREZID"
"212354_at","SULF1",1.64925270454546,9.69111396396396,6.40266869497235,3.7129424190713e-09,2.11003107830743e-07,-1.64925270454546,10.6278863413972,"sulfatase 1","23213"
"201666_at","TIMP1",1.35154237987013,11.6328559459459,6.38755783337563,3.99159995075942e-09,2.22859328579117e-07,-1.35154237987013,10.5581009938824,"TIMP metallopeptidase inhibitor 1","7076"
"207172_s_at","CDH11",1.12510682142857,6.89190945945946,6.35479622545516,4.66852198382954e-09,2.5242879668391e-07,-1.12510682142857,10.4070578425802,"cadherin 11","1009"
"202089_s_at","SLC39A6",1.05375643506494,7.3885445045045,6.33652449456154,5.09398507593009e-09,2.71593968961947e-07,-1.05375643506494,10.3229725994695,"solute carrier family 39 member 6","25800"
"204470_at","CXCL1",1.59919934415585,8.42926,6.33643663241491,5.09612061884876e-09,2.71593968961947e-07,-1.59919934415585,10.3225685323575,"C-X-C motif chemokine ligand 1","2919"
"214974_x_at","CXCL5",2.08869224350649,6.54007900900901,6.32986789080653,5.25830268114651e-09,2.77581063573224e-07,-2.08869224350649,10.2923670022327,"C-X-C motif chemokine ligand 5","6374"
"209695_at","PTP4A3",1.13358580194805,7.27124423423423,6.31127054437322,5.74557614933714e-09,2.99752224540477e-07,-1.13358580194805,10.206939122057,"protein tyrosine phosphatase 4A3","11156"
"204015_s_at","DUSP4",1.04924128896104,6.36167477477477,6.30212921191227,6.00114489175732e-09,3.10179825414566e-07,-1.04924128896104,10.1649905575293,"dual specificity phosphatase 4","1846"
"211506_s_at","CXCL8",1.92613478896104,7.1411154954955,6.28481566405288,6.51626921423592e-09,3.3142221298067e-07,-1.92613478896104,10.085618005067,"C-X-C motif chemokine ligand 8","3576"
"212489_at","COL5A1",1.2058721038961,7.58247009009009,6.28187534531136,6.6079790755228e-09,3.34558976966867e-07,-1.2058721038961,10.0721484524018,"collagen type V alpha 1 chain","1289"
"208712_at","CCND1",1.0452003474026,9.17897882882883,6.22589660606658,8.6176369879885e-09,4.15530517708701e-07,-1.0452003474026,9.81627517518163,"cyclin D1","595"
"210164_at","GZMB",1.49142025649351,6.57564387387387,6.223882276037,8.70020347860522e-09,4.17703519165708e-07,-1.49142025649351,9.80708800706954,"granzyme B","3002"
"211980_at","COL4A1",1.25186035064935,10.7763995495496,6.22207347512807,8.77500917795429e-09,4.20388988080189e-07,-1.25186035064935,9.79883943811498,"collagen type IV alpha 1 chain","1282"
"204619_s_at","VCAN",1.21885592857143,8.21813630630631,6.21021744558867,9.2812620911055e-09,4.41792041887943e-07,-1.21885592857143,9.7448012534843,"versican","1462"
"204268_at","S100A2",1.24572118181818,6.62542576576577,6.19496184316758,9.9751879355407e-09,4.70799283135678e-07,-1.24572118181818,9.67534044212203,"S100 calcium binding protein A2","6273"
"204285_s_at","PMAIP1",1.19610227272727,7.54814171171171,6.19135409416896,1.01466215613661e-08,4.76869807009605e-07,-1.19610227272727,9.65892579244755,"phorbol-12-myristate-13-acetate-induced protein 1","5366"
"212014_x_at","CD44",1.02955451298701,9.31705216216216,6.18539865291553,1.0435982627823e-08,4.87384454926653e-07,-1.02955451298701,9.6318395408776,"CD44 molecule (IN blood group)","960"
"202998_s_at","LOXL2",1.12630903896104,8.9971318018018,6.13727288318461,1.30925694859959e-08,5.82162016845371e-07,-1.12630903896104,9.41341638485688,"lysyl oxidase like 2","4017"
"203961_at","NEBL",1.33992414285715,9.23744576576577,6.10717498273144,1.50815476613728e-08,6.53641317611677e-07,-1.33992414285715,9.27723466035407,"nebulette","10529"
"213320_at","PRMT3",1.01078843831169,7.82563477477477,6.08181334724893,1.69861688999774e-08,7.16668342016659e-07,-1.01078843831169,9.16273686564427,"protein arginine methyltransferase 3","10196"
"203438_at","STC2",1.09054981168831,6.84661783783784,6.0767803547099,1.73913627801742e-08,7.32376916170019e-07,-1.09054981168831,9.14004271438501,"stanniocalcin 2","8614"
"219494_at","RAD54B",1.01091359415585,6.47670918918919,6.0709758643189,1.78704867847246e-08,7.45507179968746e-07,-1.01091359415585,9.11388131014311,"RAD54 homolog B","25788"
"204286_s_at","PMAIP1",1.04453908116883,6.37027612612613,6.06281846856734,1.85658487842337e-08,7.68757273915192e-07,-1.04453908116883,9.0771359802206,"phorbol-12-myristate-13-acetate-induced protein 1","5366"
"204849_at","TCFL5",1.02333967532468,7.74984765765766,6.03907312976118,2.07450627252276e-08,8.42092066551277e-07,-1.02333967532468,8.97031337163938,"transcription factor like 5","10732"
"213125_at","OLFML2B",1.06039270779221,7.17980126126126,6.03351532210207,2.12904002240346e-08,8.62338628710581e-07,-1.06039270779221,8.94534065662565,"olfactomedin like 2B","25903"
"209774_x_at","CXCL2",1.69960103571429,9.56387837837838,6.02694845623667,2.19529412915118e-08,8.84350222696216e-07,-1.69960103571429,8.9158487319336,"C-X-C motif chemokine ligand 2","2920"
"205174_s_at","QPCT",1.13826108441559,6.99066711711712,5.98414776423734,2.67960800003713e-08,1.0454225467045e-06,-1.13826108441559,8.72402405409039,"glutaminyl-peptide cyclotransferase","25797"
"204052_s_at","SFRP4",1.04376586038961,5.8624363963964,5.9250791081539,3.52438464297001e-08,1.31954145699904e-06,-1.04376586038961,8.46042531687998,"secreted frizzled related protein 4","6424"
"209581_at","PLAAT3",1.20416082142857,8.18042855855856,5.92064680595329,3.59741982519547e-08,1.34237389356582e-06,-1.20416082142857,8.44069956325784,"phospholipase A and acyltransferase 3","11145"
"204489_s_at","CD44",1.01294050649351,8.91503468468468,5.89419979973662,4.0651572708367e-08,1.49191941552602e-06,-1.01294050649351,8.32315593498183,"CD44 molecule (IN blood group)","960"
"202504_at","TRIM29",1.36057376623377,7.69893468468468,5.88084655196917,4.3235248985032e-08,1.5737771922215e-06,-1.36057376623377,8.2639104878952,"tripartite motif containing 29","23650"
"218036_x_at","NMD3",1.14160691883117,7.02580837837838,5.83640240652476,5.30514202683321e-08,1.87364172285598e-06,-1.14160691883117,8.0672240142705,"NMD3 ribosome export adaptor","51068"
"204127_at","RFC3",1.10660551948052,9.52093837837838,5.83097189747188,5.43916507947903e-08,1.91419084479549e-06,-1.10660551948052,8.04324477665543,"replication factor C subunit 3","5983"
"204014_at","DUSP4",1.08715575,6.39099297297297,5.80637955920606,6.08890314887661e-08,2.09324838653587e-06,-1.08715575,7.9348001672264,"dual specificity phosphatase 4","1846"
"217428_s_at","COL10A1",1.17070687012987,5.76322216216216,5.80238908302535,6.20128507146948e-08,2.12205879473311e-06,-1.17070687012987,7.91722613004861,"collagen type X alpha 1 chain","1300"
