"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","logFC_Cancer_vs_Normal","B","GeneName","ENTREZID"
"207139_at","ATP4A",-8.02319208,7.84040318,-5.98817545655842,6.89687900607357e-06,0.0033330005218539,8.02319208,3.93263320870395,"ATPase H+/K+ transporting subunit alpha","495"
"200793_s_at","ACO2",-1.2160107,9.74192865,-5.97536483342167,7.09607257787821e-06,0.0033330005218539,1.2160107,3.90622655281864,"aconitase 2","50"
"223326_s_at","GOLGA2P10",-1.12830312,7.95365951,-5.97489802136067,7.1034413464406e-06,0.0033330005218539,1.12830312,3.90526388732958,"GOLGA2 pseudogene 10","80154"
"204073_s_at","MYRF",-2.32435674,9.73420393,-5.97178917996781,7.15271561866851e-06,0.0033330005218539,2.32435674,3.89885204208463,"myelin regulatory factor","745"
"205290_s_at","BMP2",-1.71842203,9.723760685,-5.96878275321052,7.200699581449e-06,0.0033330005218539,1.71842203,3.89265017465544,"bone morphogenetic protein 2","650"
"218765_at","SIDT2",-1.458821,9.4026438,-5.96632420206165,7.24018412630037e-06,0.0033330005218539,1.458821,3.88757759216415,"SID1 transmembrane family member 2","51092"
"229401_at","IL17RE",-2.12420297,4.156926475,-5.9565478660144,7.3993993317665e-06,0.00336697484639735,2.12420297,3.86739855776904,"interleukin 17 receptor E","132014"
"209966_x_at","ESRRG",-4.70378539,8.629493105,-5.94256105464936,7.63344248107462e-06,0.00336697484639735,4.70378539,3.83850635124624,"estrogen related receptor gamma","2104"
"1553647_at","CDYL2",-1.18950061,7.382968615,-5.91626815252932,8.09413402929318e-06,0.00348462029961893,1.18950061,3.78412251181073,"chromodomain Y like 2","124359"
"215856_at","SIGLEC15",-1.74146216,7.88989466,-5.89117337353937,8.56038863239897e-06,0.00351507532697978,1.74146216,3.73213060975227,"sialic acid binding Ig like lectin 15","284266"
"219327_s_at","GPRC5C",-1.6666549,9.85503305,-5.88643365283539,8.65149252836037e-06,0.00351507532697978,1.6666549,3.72230134681992,"G protein-coupled receptor class C group 5 member C","55890"
"219965_s_at","MAGIX",-1.18797634,6.90882396,-5.88357487898042,8.70692117882162e-06,0.00351507532697978,1.18797634,3.71637136269796,"MAGI family member, X-linked","79917"
"236098_at","ERLN",-2.68241885,8.905993675,-5.88169905975481,8.74348869628258e-06,0.00351507532697978,2.68241885,3.71247974300138,"endoregulin","100130933"
"214421_x_at","CYP2C9",-2.87786422,9.21707289,-5.86441487345647,9.08791491651572e-06,0.0035746888349676,2.87786422,3.67659965626252,"cytochrome P450 family 2 subfamily C member 9","1559"
"232309_at","SIMC1P1",-1.5086112,8.04842375,-5.84163212244541,9.56323231965454e-06,0.00362829266409545,1.5086112,3.62924503482326,"SIMC1 pseudogene 1","202181"
"211653_x_at","AKR1C2",-3.44024455,12.264783725,-5.82762690338622,9.86797354697168e-06,0.00364455902135197,3.44024455,3.60010102548466,"aldo-keto reductase family 1 member C2","1646"
"229909_at","B4GALNT3",-2.40327581,8.405751295,-5.82505777126386,9.92494492153627e-06,0.00364455902135197,2.40327581,3.59475203970322,"beta-1,4-N-acetyl-galactosaminyltransferase 3","283358"
"231978_at","TPCN2",-3.73378036,8.17799457,-5.82140591019776,1.00065057152515e-05,0.00364737133320916,3.73378036,3.58714731098253,"two pore segment channel 2","219931"
"236001_at","TMEM238L",-3.35266761,10.089192895,-5.79355189755441,1.06515896129797e-05,0.00380723360274393,3.35266761,3.52908647235693,"transmembrane protein 238 like","100289255"
"1562765_at","WWTR1-AS1",-1.96149267,2.940354675,-5.78598934028313,1.0833968463777e-05,0.00380723360274393,1.96149267,3.5133052482255,"WWTR1 antisense RNA 1","100128025"
"216025_x_at","CYP2C9",-2.73968074,9.57709008,-5.78195666924264,1.09325226452821e-05,0.00380723360274393,2.73968074,3.50488703283663,"cytochrome P450 family 2 subfamily C member 9","1559"
"201035_s_at","HADH",-1.2157702,10.2495871,-5.73454755795704,1.21622896892725e-05,0.00405471456561569,1.2157702,3.40576445342936,"hydroxyacyl-CoA dehydrogenase","3033"
"205530_at","ETFDH",-1.27275171,9.422667095,-5.72828632083457,1.23349564823791e-05,0.00406078886832057,1.27275171,3.39265216931835,"electron transfer flavoprotein dehydrogenase","2110"
"238222_at","GKN2",-9.178016297,10.4097842515,-5.72606727616251,1.23967508746045e-05,0.00406078886832057,9.178016297,3.38800385803655,"gastrokine 2","200504"
"242445_at","FGD4",-1.72269301,6.652483705,-5.72109688408637,1.25363133984801e-05,0.00406078886832057,1.72269301,3.37758995076447,"FYVE, RhoGEF and PH domain containing 4","121512"
"208581_x_at","MT1X",-1.8223506,13.1923793,-5.72054646848681,1.25518668266333e-05,0.00406078886832057,1.8223506,3.37643653516992,"metallothionein 1X","4501"
"227491_at","ELOVL6",-1.46069322,8.31477794,-5.71598370154012,1.26815614025936e-05,0.00407019438361168,1.46069322,3.36687362687682,"ELOVL fatty acid elongase 6","79071"
"205289_at","BMP2",-1.81923993,10.004871935,-5.70026874868147,1.3138826808345e-05,0.00417654276596664,1.81923993,3.33391734324638,"bone morphogenetic protein 2","650"
"212841_s_at","PPFIBP2",-1.2858503,10.25117015,-5.68748165492753,1.35233106824389e-05,0.00423636847291818,1.2858503,3.30707839080749,"PPFIA binding protein 2","8495"
"207546_at","ATP4B",-7.96009495,9.019294355,-5.68193285713012,1.36937107225099e-05,0.00424939600037439,7.96009495,3.2954256369992,"ATPase H+/K+ transporting subunit beta","496"
"204519_s_at","PLLP",-2.47079024,10.33690978,-5.67492488378245,1.39120600652404e-05,0.00424939600037439,2.47079024,3.28070308396015,"plasmolipin","51090"
"229793_at","ASAH2B",-1.07521392,9.01937494,-5.66284904348172,1.42966908792368e-05,0.00426351484000098,1.07521392,3.25531956116854,"N-acylsphingosine amidohydrolase 2B","653308"
"207560_at","SLC28A1",-1.23222453,6.079951565,-5.66099413169799,1.43567273668564e-05,0.00426351484000098,1.23222453,3.25141892679483,"solute carrier family 28 member 1","9154"
"220724_at","CWH43",-5.232438263,5.4382701385,-5.65931947828783,1.44111507447949e-05,0.00426351484000098,5.232438263,3.24789698818915,"cell wall biogenesis 43 C-terminal homolog","80157"
"237108_x_at","PRDM16-DT",-3.84254155,7.778564675,-5.64598070552573,1.48522313197437e-05,0.00434249062784485,3.84254155,3.2198321158699,"PRDM16 divergent transcript","440556"
"216759_at","PLAAT2",-1.31049614,5.91255008,-5.63475175799997,1.52342226427438e-05,0.00440704297879375,1.31049614,3.19618944633146,"phospholipase A and acyltransferase 2","54979"
"211569_s_at","HADH",-1.1303839,11.0355236,-5.63038118321079,1.53856020002835e-05,0.00442196123561901,1.1303839,3.18698299702135,"hydroxyacyl-CoA dehydrogenase","3033"
"33494_at","ETFDH",-1.12756955,9.797009975,-5.62860539310572,1.54475463375077e-05,0.00442196123561901,1.12756955,3.18324169880793,"electron transfer flavoprotein dehydrogenase","2110"
"242055_at","PSMG4",-1.56805837,8.991708965,-5.61278754054094,1.60106780619827e-05,0.00448914781045592,1.56805837,3.14989919939667,"proteasome assembly chaperone 4","389362"
"206539_s_at","CYP4F12",-2.14090823,7.748606485,-5.60771213710743,1.61957748037713e-05,0.00449692966590041,2.14090823,3.13919432823278,"cytochrome P450 family 4 subfamily F member 12","66002"
"222798_at","PTER",-1.22248325,10.703475175,-5.6052818634144,1.62851773909151e-05,0.00449692966590041,1.22248325,3.13406737659828,"phosphotriesterase related","9317"
"243015_at","CYP3A5",-1.54951755,6.613939545,-5.60147889623964,1.64260895531933e-05,0.00450919752551052,1.54951755,3.12604313782731,"cytochrome P450 family 3 subfamily A member 5","1577"
"221552_at","ABHD6",-1.03794582,8.91243469,-5.59219940879203,1.67751718243068e-05,0.00454050752224741,1.03794582,3.106456181196,"abhydrolase domain containing 6, acylglycerol lipase","57406"
"210067_at","AQP4",-4.1283381965,3.58569546175,-5.56151649182987,1.79842837254566e-05,0.00478717227549679,4.1283381965,3.04161809125064,"aquaporin 4","361"
"210381_s_at","CCKBR",-4.20188531,7.004287755,-5.55578166375353,1.82199591543927e-05,0.00478717227549679,4.20188531,3.02948706079782,"cholecystokinin B receptor","887"
"239964_at","TCL6",-2.06184526,3.69983735,-5.54976248481123,1.84707114554919e-05,0.00478717227549679,2.06184526,3.0167503645853,"T cell leukemia/lymphoma 6","27004"
"212593_s_at","PDCD4",-1.20205795,12.685584675,-5.54927905724195,1.84910026467234e-05,0.00478717227549679,1.20205795,3.01572723773178,"programmed cell death 4","27250"
"207175_at","ADIPOQ",-3.44047098,6.19164378,-5.54490139566716,1.86757875397065e-05,0.00478717227549679,3.44047098,3.00646109768835,"adiponectin, C1Q and collagen domain containing","9370"
"206292_s_at","SULT2A1",-3.32525713,6.496555105,-5.54374678454069,1.87248379410689e-05,0.00478717227549679,3.32525713,3.00401677216602,"sulfotransferase family 2A member 1","6822"
"205295_at","CKMT2",-3.35393608,7.75695226,-5.54097708134808,1.88430375130387e-05,0.00478717227549679,3.35393608,2.99815264020177,"creatine kinase, mitochondrial 2","1160"
"206324_s_at","DAPK2",-1.70217721,7.371772015,-5.53628839994148,1.90448691384837e-05,0.00478717227549679,1.70217721,2.98822351920341,"death associated protein kinase 2","23604"
"223327_x_at","GOLGA2P10",-1.10849274,8.83639663,-5.53531757716903,1.90869345941169e-05,0.00478717227549679,1.10849274,2.98616730711352,"GOLGA2 pseudogene 10","80154"
"230895_at","HAPLN1",-3.16047261,5.131892425,-5.52492957437397,1.95430215560442e-05,0.00478717227549679,3.16047261,2.96415853173453,"hyaluronan and proteoglycan link protein 1","1404"
"206160_at","APOBEC2",-2.89732381,7.589016745,-5.50728398829627,2.03433943175642e-05,0.00485709643804726,2.89732381,2.92674458018585,"apolipoprotein B mRNA editing enzyme catalytic subunit 2","10930"
"211689_s_at","TMPRSS2",-2.01378341,9.041643195,-5.50117296965255,2.06283087528659e-05,0.00488247957170105,2.01378341,2.91377899293385,"transmembrane serine protease 2","7113"
"227969_at","PCBP1-AS1",-1.83594097,8.279316415,-5.49372467004413,2.09810815112585e-05,0.00488340381852395,1.83594097,2.89797032413934,"PCBP1 antisense RNA 1","400960"
"230585_at","KCNJ15",-3.45367258,7.96428719,-5.49020204137695,2.11500602865109e-05,0.00488340381852395,3.45367258,2.89049149251005,"potassium inwardly rectifying channel subfamily J member 15","3772"
"220191_at","GKN1",-8.99115714,10.00213715,-5.48950849973924,2.1183492318415e-05,0.00488340381852395,8.99115714,2.88901887893309,"gastrokine 1","56287"
"220125_at","DNAI1",-2.02066732,3.60551552,-5.48797858446223,2.12574322598756e-05,0.00488340381852395,2.02066732,2.88577017861012,"dynein axonemal intermediate chain 1","27019"
"220589_s_at","ITFG2",-1.05191912,6.32178473,-5.47507717168464,2.18915123814713e-05,0.0050080269433345,1.05191912,2.85836403605274,"integrin alpha FG-GAP repeat containing 2","55846"
"205464_at","SCNN1B",-3.1638977,6.09591368,-5.46985091805637,2.21538311751478e-05,0.00502597808921661,3.1638977,2.84725665011777,"sodium channel epithelial 1 subunit beta","6338"
"220723_s_at","CWH43",-5.2840292,6.54175975,-5.46674321558058,2.23113317922128e-05,0.00503758685658695,5.2840292,2.84065036473049,"cell wall biogenesis 43 C-terminal homolog","80157"
"223194_s_at","SLC22A23",-1.5485598,10.4368572,-5.45049118591439,2.31537887887259e-05,0.00510785929419127,1.5485598,2.80608439630966,"solute carrier family 22 member 23","63027"
"222901_s_at","KCNJ16",-3.617068335,6.1446926525,-5.44884421913477,2.32409526887442e-05,0.00510785929419127,3.617068335,2.8025798522321,"potassium inwardly rectifying channel subfamily J member 16","3773"
"201701_s_at","PGRMC2",-1.0269665,10.8548953,-5.44844502112777,2.32621301189507e-05,0.00510785929419127,1.0269665,2.80173036183548,"progesterone receptor membrane component 2","10424"
"209699_x_at","AKR1C2",-3.22921465,12.340772925,-5.44047896042509,2.36888665386409e-05,0.0051236584391353,3.22921465,2.78477491258442,"aldo-keto reductase family 1 member C2","1646"
"226553_at","TMPRSS2",-2.0343327,11.59475325,-5.44010809149796,2.37089270251711e-05,0.0051236584391353,2.0343327,2.7839853596834,"transmembrane serine protease 2","7113"
"230285_at","SVIP",-1.20161215,11.054421475,-5.43328162475776,2.40812824254158e-05,0.00518363825436853,1.20161215,2.76944956989703,"small VCP interacting protein","258010"
"201036_s_at","HADH",-1.0526038,12.3740652,-5.43053453246624,2.42328018223578e-05,0.00519374251471144,1.0526038,2.76359864402672,"hydroxyacyl-CoA dehydrogenase","3033"
"207820_at","ADH1A",-2.14555123,6.765804345,-5.42543829133601,2.451646981096e-05,0.00519374251471144,2.14555123,2.75274213702001,"alcohol dehydrogenase 1A (class I), alpha polypeptide","124"
"235299_at","SLC41A2",-1.5501389,10.66777975,-5.42469401302154,2.45581802713306e-05,0.00519374251471144,1.5501389,2.75115636215051,"solute carrier family 41 member 2","84102"
"210797_s_at","OASL",-1.28393386,8.71219197,-5.42365959672353,2.461627062616e-05,0.00519374251471144,1.28393386,2.7489523113536,"2'-5'-oligoadenylate synthetase like","8638"
"209570_s_at","NSG1",-1.10931742,7.44784542,-5.42220523337104,2.46981811399172e-05,0.00519374251471144,1.10931742,2.74585327089967,"neuronal vesicle trafficking associated 1","27065"
"210068_s_at","AQP4",-4.795669213,5.5618692135,-5.41584529739666,2.50596520455824e-05,0.00522952853279472,4.795669213,2.73229840958102,"aquaporin 4","361"
"227861_at","TMEM161B",-1.4860991,11.27892455,-5.4080511380958,2.55099997893413e-05,0.0052601433602782,1.4860991,2.71568072352738,"transmembrane protein 161B","153396"
"1566440_at","CTNND2",-1.49285948,5.23006501,-5.40681064866742,2.55824324677768e-05,0.0052601433602782,1.49285948,2.71303529833417,"catenin delta 2","1501"
"1560281_a_at","TMEM95",-2.59923429,4.660275985,-5.39801406652714,2.61021164791593e-05,0.00530786597194135,2.59923429,2.69427117125309,"transmembrane protein 95","339168"
"236227_at","TMEM161B",-1.2995029,8.25082469,-5.3968388036116,2.61723585109247e-05,0.00530786597194135,1.2995029,2.69176355865857,"transmembrane protein 161B","153396"
"234709_at","CAPN13",-3.79500058,8.29225561,-5.39618223003018,2.62116838120561e-05,0.00530786597194135,3.79500058,2.69036258759903,"calpain 13","92291"
"239873_at","LOC105376301",-2.76030962,6.31651642,-5.39106144532565,2.65204648706305e-05,0.00535057718377018,2.76030962,2.67943444454048,"uncharacterized LOC105376301","105376301"
"211806_s_at","KCNJ15",-2.12939978,7.53563909,-5.38510373118651,2.68843802314307e-05,0.00537455486486255,2.12939978,2.66671664032814,"potassium inwardly rectifying channel subfamily J member 15","3772"
"205161_s_at","PEX11A",-1.1475415,7.85791396,-5.38359438877099,2.69773804691034e-05,0.00537455486486255,1.1475415,2.66349406788839,"peroxisomal biogenesis factor 11 alpha","8800"
"220030_at","STYK1",-2.40093159,9.065597405,-5.38270213660346,2.7032511894599e-05,0.00537455486486255,2.40093159,2.66158891868329,"serine/threonine/tyrosine kinase 1","55359"
"219803_at","ANGPTL3",-3.00873509,6.015414095,-5.37675148416869,2.74031441243862e-05,0.00541732083816255,3.00873509,2.6488807999128,"angiopoietin like 3","27329"
"218599_at","REC8",-1.38911529,8.205892705,-5.37468591431295,2.75330034905888e-05,0.00541732083816255,1.38911529,2.64446870734967,"REC8 meiotic recombination protein","9985"
"227721_at","CPAMD8",-1.06645166,6.50297957,-5.37449782481755,2.75448594971959e-05,0.00541732083816255,1.06645166,2.64406692210621,"C3 and PZP like alpha-2-macroglobulin domain containing 8","27151"
"235638_at","RASSF6",-2.31888807,9.800853565,-5.37024997515502,2.78140071847641e-05,0.00542690538751087,2.31888807,2.6349919111324,"Ras association domain family member 6","166824"
"1562945_at","LOC105378130",-1.63139153,5.588670795,-5.36903680240718,2.78913655947061e-05,0.00542690538751087,1.63139153,2.63239975950108,"uncharacterized LOC105378130","105378130"
"213878_at","PYROXD1",-1.1416054,10.7508005,-5.35756577720525,2.86337405368305e-05,0.00551249916849018,1.1416054,2.60788214192747,"pyridine nucleotide-disulphide oxidoreductase domain 1","79912"
"225458_at","SLC9A3",-2.48162692,9.31471344,-5.35377549495526,2.88834361316664e-05,0.00552013115756237,2.48162692,2.59977788165462,"solute carrier family 9 member A3","6550"
"216092_s_at","SLC7A8",-1.36720365,9.519623875,-5.35129634504265,2.90479556193868e-05,0.00552013115756237,1.36720365,2.59447621424106,"solute carrier family 7 member 8","23428"
