"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","logFC_Cancer_vs_Normal","B","GeneName","ENTREZID"
"1569428_at","PYM1",-2.75240491,6.075837075,-6.2309317958096,4.03611377101379e-06,0.00301395161337859,2.75240491,4.42872420802952,"PYM homolog 1, exon junction complex associated factor","84305"
"202404_s_at","COL1A2",2.55481565,12.933290675,6.21938539244289,4.1396127260768e-06,0.00301777767730999,-2.55481565,4.40531681232602,"collagen type I alpha 2 chain","1278"
"227742_at","CLIC6",-4.21773706,10.80355552,-6.20819530234666,4.24251675581136e-06,0.00305210004768403,4.21773706,4.38261351383953,"chloride intracellular channel 6","54102"
"1554182_at","TRIM74",-3.17251504,7.95010658,-6.18386121477459,4.47544887239456e-06,0.00310879346416977,3.17251504,4.33318090198229,"tripartite motif containing 74","378108"
"209605_at","TST",-1.48343355,12.241632075,-6.18028196026374,4.51080080206152e-06,0.00310879346416977,1.48343355,4.32590283107677,"thiosulfate sulfurtransferase","7263"
"238783_at","TMEM161B",-1.3752484,8.8767713,-6.17153415024941,4.59841241225484e-06,0.00310879346416977,1.3752484,4.30810732908047,"transmembrane protein 161B","153396"
"227948_at","FGD4",-1.8295716,10.9686182,-6.17088310146806,4.60500220795365e-06,0.00310879346416977,1.8295716,4.3067824782362,"FYVE, RhoGEF and PH domain containing 4","121512"
"222548_s_at","MAP4K4",1.35163719,8.463643505,6.17067369471938,4.6071238422867e-06,0.00310879346416977,-1.35163719,4.30635633345865,"mitogen-activated protein kinase kinase kinase kinase 4","9448"
"205913_at","PLIN1",-2.61582916,5.00799273,-6.16524473084659,4.66247945243569e-06,0.00310879346416977,2.61582916,4.29530616619644,"perilipin 1","5346"
"241780_at","CDH11",1.53116381,6.434095445,6.15973030377833,4.71940498334733e-06,0.0031088369574038,-1.53116381,4.28407776598316,"cadherin 11","1009"
"212353_at","SULF1",3.42719155,10.492183075,6.15144565753108,4.80627050241333e-06,0.00312836713951725,-3.42719155,4.2672005856271,"sulfatase 1","23213"
"226594_at","ENTPD5",-1.96555845,10.658873025,-6.13976285233669,4.93156078992316e-06,0.00317215395516528,1.96555845,4.24338430336726,"ectonucleoside triphosphate diphosphohydrolase 5 (inactive)","957"
"237724_at","MARCHF10",-1.9834143,2.5919839,-6.11979154359634,5.1535500433303e-06,0.0031995806185581,1.9834143,4.20262669883153,"membrane associated ring-CH-type finger 10","162333"
"242269_at","PRDM16-DT",-2.74006436,7.64773061,-6.11945198879946,5.15741165838363e-06,0.0031995806185581,2.74006436,4.20193324745885,"PRDM16 divergent transcript","440556"
"212448_at","NEDD4L",-1.75074805,9.575657975,-6.11235740917143,5.23877737104164e-06,0.0031995806185581,1.75074805,4.18744073053636,"NEDD4 like E3 ubiquitin protein ligase","23327"
"235591_at","SSTR1",-3.58786005,9.666606575,-6.10994018805259,5.2667993721121e-06,0.0031995806185581,3.58786005,4.18250131665799,"somatostatin receptor 1","6751"
"229499_at","CAPN13",-3.08749291,7.861758145,-6.09777867392804,5.4101326477429e-06,0.0032253090028953,3.08749291,4.15763773265942,"calpain 13","92291"
"218404_at","SNX10",1.6890116,9.7951962,6.09519520445373,5.44109234806826e-06,0.0032253090028953,-1.6890116,4.15235329774657,"sorting nexin 10","29887"
"221730_at","COL5A2",1.98688285,10.805358175,6.09146439457221,5.48612230945154e-06,0.0032253090028953,-1.98688285,4.14472035476496,"collagen type V alpha 2 chain","1290"
"228568_at","MYZAP",-1.50975615,9.807694075,-6.07767646954728,5.65587999640327e-06,0.00327071134731215,1.50975615,4.11649449126423,"myocardial zonula adherens protein","100820829"
"231766_s_at","COL12A1",2.84210159,8.256678475,6.07551375851103,5.68299182431923e-06,0.00327071134731215,-2.84210159,4.11206470733084,"collagen type XII alpha 1 chain","1303"
"212551_at","CAP2",2.21406463,7.325681215,6.06119843034299,5.86583997285851e-06,0.00328450013323489,-2.21406463,4.08272686391429,"cyclase associated actin cytoskeleton regulatory protein 2","10486"
"238205_at","DCAF12L1",-3.32918927,5.448802315,-6.05793474966218,5.90836394007803e-06,0.00328450013323489,3.32918927,4.07603429184172,"DDB1 and CUL4 associated factor 12 like 1","139170"
"238681_at","GDPD1",-1.61112267,9.248658415,-6.05439887352054,5.95479110530834e-06,0.00328450013323489,1.61112267,4.06878188377926,"glycerophosphodiester phosphodiesterase domain containing 1","284161"
"223753_s_at","CFC1",-2.75134207,5.984781995,-6.05266915389693,5.97763886632056e-06,0.00328450013323489,2.75134207,4.06523343848863,"cryptic, EGF-CFC family member 1","55997"
"213869_x_at","THY1",2.09049035,9.032489685,6.05043247929087,6.00731620161845e-06,0.00328450013323489,-2.09049035,4.06064438280622,"Thy-1 cell surface antigen","7070"
"224950_at","PTGFRN",1.24027073,8.916110135,6.04276034085357,6.1102660806318e-06,0.00329106473378715,-1.24027073,4.04489795746099,"prostaglandin F2 receptor inhibitor","5738"
"225681_at","CTHRC1",2.8671448,11.5532596,6.0365804678019,6.19450522721284e-06,0.00329106473378715,-2.8671448,4.03220836989393,"collagen triple helix repeat containing 1","115908"
"235521_at","HOXA3",1.4799522,9.5359213,6.03587583067085,6.20418555796147e-06,0.00329106473378715,-1.4799522,4.03076115199767,"homeobox A3","3200"
"207173_x_at","CDH11",1.81315295,11.252214175,6.03182801001296,6.26009569847031e-06,0.00329106473378715,-1.81315295,4.02244621566702,"cadherin 11","1009"
"208636_at","ACTN1",1.30339085,12.677380075,6.00563345450438,6.63460354494451e-06,0.0033330005218539,-1.30339085,3.96858351452395,"actinin alpha 1","87"
"241436_at","SCNN1G",-5.306967048,5.789625116,-6.00544534102466,6.63737447729705e-06,0.0033330005218539,5.306967048,3.9681963647071,"sodium channel epithelial 1 subunit gamma","6340"
"204361_s_at","SKAP2",1.3420065,9.12082245,5.99607689303104,6.7768830110622e-06,0.0033330005218539,-1.3420065,3.94890936416146,"src kinase associated phosphoprotein 2","8935"
"235821_at","CCN4",2.42036024,6.95642565,5.99570453815847,6.78248952084302e-06,0.0033330005218539,-2.42036024,3.94814254230388,"cellular communication network factor 4","8840"
"225354_s_at","SH3BGRL2",-1.7404764,11.1327525,-5.98837175528649,6.89387169010024e-06,0.0033330005218539,1.7404764,3.93303766726622,"SH3 domain binding glutamate rich protein like 2","83699"
"207139_at","ATP4A",-8.02319208,7.84040318,-5.98817545655842,6.89687900607357e-06,0.0033330005218539,8.02319208,3.93263320870395,"ATPase H+/K+ transporting subunit alpha","495"
"219553_at","NME7",1.05210565,9.587679525,5.9867058700496,6.91943594060415e-06,0.0033330005218539,-1.05210565,3.92960507092594,"NME/NM23 family member 7","29922"
"203570_at","LOXL1",1.07541671,8.757083645,5.97887394048308,7.04093026336001e-06,0.0033330005218539,-1.07541671,3.91346212793302,"lysyl oxidase like 1","4016"
"200793_s_at","ACO2",-1.2160107,9.74192865,-5.97536483342167,7.09607257787821e-06,0.0033330005218539,1.2160107,3.90622655281864,"aconitase 2","50"
"223326_s_at","GOLGA2P10",-1.12830312,7.95365951,-5.97489802136067,7.1034413464406e-06,0.0033330005218539,1.12830312,3.90526388732958,"GOLGA2 pseudogene 10","80154"
"204073_s_at","MYRF",-2.32435674,9.73420393,-5.97178917996781,7.15271561866851e-06,0.0033330005218539,2.32435674,3.89885204208463,"myelin regulatory factor","745"
"205290_s_at","BMP2",-1.71842203,9.723760685,-5.96878275321052,7.200699581449e-06,0.0033330005218539,1.71842203,3.89265017465544,"bone morphogenetic protein 2","650"
"218765_at","SIDT2",-1.458821,9.4026438,-5.96632420206165,7.24018412630037e-06,0.0033330005218539,1.458821,3.88757759216415,"SID1 transmembrane family member 2","51092"
"235202_x_at","IKBIP",1.26152843,7.389733495,5.96545062008637,7.25426725378352e-06,0.0033330005218539,-1.26152843,3.88577498508308,"IKBKB interacting protein","121457"
"229401_at","IL17RE",-2.12420297,4.156926475,-5.9565478660144,7.3993993317665e-06,0.00336697484639735,2.12420297,3.86739855776904,"interleukin 17 receptor E","132014"
"225664_at","COL12A1",2.56169335,11.175449525,5.94852010848676,7.53281580226654e-06,0.00336697484639735,-2.56169335,3.85081904730752,"collagen type XII alpha 1 chain","1303"
"209966_x_at","ESRRG",-4.70378539,8.629493105,-5.94256105464936,7.63344248107462e-06,0.00336697484639735,4.70378539,3.83850635124624,"estrogen related receptor gamma","2104"
"225295_at","SLC39A10",1.6076009,10.0225191,5.94240357263184,7.63612036494323e-06,0.00336697484639735,-1.6076009,3.83818089437735,"solute carrier family 39 member 10","57181"
"229661_at","SALL4",3.4227639,5.92945936,5.93517613834609,7.76005903098285e-06,0.0033942498201519,-3.4227639,3.82324087842247,"spalt like transcription factor 4","57167"
"1553647_at","CDYL2",-1.18950061,7.382968615,-5.91626815252932,8.09413402929318e-06,0.00348462029961893,1.18950061,3.78412251181073,"chromodomain Y like 2","124359"
"208850_s_at","THY1",2.56303026,9.12107917,5.90364541470179,8.32532066635617e-06,0.00351507532697978,-2.56303026,3.75798094328622,"Thy-1 cell surface antigen","7070"
"202016_at","MEST",1.6817218,10.6007469,5.89758507331279,8.43870699011489e-06,0.00351507532697978,-1.6817218,3.74542248502186,"mesoderm specific transcript","4232"
"215856_at","SIGLEC15",-1.74146216,7.88989466,-5.89117337353937,8.56038863239897e-06,0.00351507532697978,1.74146216,3.73213060975227,"sialic acid binding Ig like lectin 15","284266"
"219327_s_at","GPRC5C",-1.6666549,9.85503305,-5.88643365283539,8.65149252836037e-06,0.00351507532697978,1.6666549,3.72230134681992,"G protein-coupled receptor class C group 5 member C","55890"
"221676_s_at","CORO1C",1.08980295,10.335073625,5.88584494370115,8.66287738745199e-06,0.00351507532697978,-1.08980295,3.72108026997627,"coronin 1C","23603"
"219965_s_at","MAGIX",-1.18797634,6.90882396,-5.88357487898042,8.70692117882162e-06,0.00351507532697978,1.18797634,3.71637136269796,"MAGI family member, X-linked","79917"
"236098_at","ERLN",-2.68241885,8.905993675,-5.88169905975481,8.74348869628258e-06,0.00351507532697978,2.68241885,3.71247974300138,"endoregulin","100130933"
"211571_s_at","VCAN",1.77727646,8.74220385,5.87663269546006,8.84304066749572e-06,0.00352914779923597,-1.77727646,3.70196661330358,"versican","1462"
"214421_x_at","CYP2C9",-2.87786422,9.21707289,-5.86441487345647,9.08791491651572e-06,0.0035746888349676,2.87786422,3.67659965626252,"cytochrome P450 family 2 subfamily C member 9","1559"
"237094_at","TAFA5",1.84107509,6.644975725,5.85433864003498,9.295081529452e-06,0.0036043161888141,-1.84107509,3.65566431603277,"TAFA chemokine like family member 5","25817"
"200665_s_at","SPARC",2.06287425,12.533791875,5.84542076424392,9.48246114074166e-06,0.00362829266409545,-2.06287425,3.63712456078583,"secreted protein acidic and cysteine rich","6678"
"232309_at","SIMC1P1",-1.5086112,8.04842375,-5.84163212244541,9.56323231965454e-06,0.00362829266409545,1.5086112,3.62924503482326,"SIMC1 pseudogene 1","202181"
"231879_at","COL12A1",1.84311887,7.114640145,5.83978185776602,9.60293411579996e-06,0.00362829266409545,-1.84311887,3.6253962159721,"collagen type XII alpha 1 chain","1303"
"211653_x_at","AKR1C2",-3.44024455,12.264783725,-5.82762690338622,9.86797354697168e-06,0.00364455902135197,3.44024455,3.60010102548466,"aldo-keto reductase family 1 member C2","1646"
"221729_at","COL5A2",1.9518489,12.1277594,5.82579118928258,9.90864690073058e-06,0.00364455902135197,-1.9518489,3.5962791187568,"collagen type V alpha 2 chain","1290"
"229909_at","B4GALNT3",-2.40327581,8.405751295,-5.82505777126386,9.92494492153627e-06,0.00364455902135197,2.40327581,3.59475203970322,"beta-1,4-N-acetyl-galactosaminyltransferase 3","283358"
"205499_at","SRPX2",1.99137909,7.627841555,5.8247347597432,9.93213158082202e-06,0.00364455902135197,-1.99137909,3.59407946224935,"sushi repeat containing protein X-linked 2","27286"
"231978_at","TPCN2",-3.73378036,8.17799457,-5.82140591019776,1.00065057152515e-05,0.00364737133320916,3.73378036,3.58714731098253,"two pore segment channel 2","219931"
"236001_at","TMEM238L",-3.35266761,10.089192895,-5.79355189755441,1.06515896129797e-05,0.00380723360274393,3.35266761,3.52908647235693,"transmembrane protein 238 like","100289255"
"201261_x_at","BGN",2.37086994,9.25791416,5.79069592248333,1.07200926039821e-05,0.00380723360274393,-2.37086994,3.52312761017417,"biglycan","633"
"1562765_at","WWTR1-AS1",-1.96149267,2.940354675,-5.78598934028313,1.0833968463777e-05,0.00380723360274393,1.96149267,3.5133052482255,"WWTR1 antisense RNA 1","100128025"
"201185_at","HTRA1",1.4561492,11.1540543,5.78407918717878,1.0880536829019e-05,0.00380723360274393,-1.4561492,3.50931805727797,"HtrA serine peptidase 1","5654"
"216025_x_at","CYP2C9",-2.73968074,9.57709008,-5.78195666924264,1.09325226452821e-05,0.00380723360274393,2.73968074,3.50488703283663,"cytochrome P450 family 2 subfamily C member 9","1559"
"37892_at","COL11A1",5.98175843,6.606244975,5.75751784897147,1.15497121461879e-05,0.00394675319745514,-5.98175843,3.45382631759837,"collagen type XI alpha 1 chain","1301"
"207426_s_at","TNFSF4",1.67649784,7.77723268,5.74488789338189,1.18825229787467e-05,0.00402106800497911,-1.67649784,3.42740833001172,"TNF superfamily member 4","7292"
"226237_at","COL8A1",3.52175173,9.761220505,5.74370185110951,1.19142755703085e-05,0.00402106800497911,-3.52175173,3.42492645306336,"collagen type VIII alpha 1 chain","1295"
"212464_s_at","FN1",2.53047305,12.532565275,5.73747551102574,1.20823948577125e-05,0.00405279103586156,-2.53047305,3.41189447333082,"fibronectin 1","2335"
"201035_s_at","HADH",-1.2157702,10.2495871,-5.73454755795704,1.21622896892725e-05,0.00405471456561569,1.2157702,3.40576445342936,"hydroxyacyl-CoA dehydrogenase","3033"
"205530_at","ETFDH",-1.27275171,9.422667095,-5.72828632083457,1.23349564823791e-05,0.00406078886832057,1.27275171,3.39265216931835,"electron transfer flavoprotein dehydrogenase","2110"
"238222_at","GKN2",-9.178016297,10.4097842515,-5.72606727616251,1.23967508746045e-05,0.00406078886832057,9.178016297,3.38800385803655,"gastrokine 2","200504"
"201666_at","TIMP1",2.0927926,11.822098,5.7249129925167,1.24290195475877e-05,0.00406078886832057,-2.0927926,3.38558569386949,"TIMP metallopeptidase inhibitor 1","7076"
"242445_at","FGD4",-1.72269301,6.652483705,-5.72109688408637,1.25363133984801e-05,0.00406078886832057,1.72269301,3.37758995076447,"FYVE, RhoGEF and PH domain containing 4","121512"
"208581_x_at","MT1X",-1.8223506,13.1923793,-5.72054646848681,1.25518668266333e-05,0.00406078886832057,1.8223506,3.37643653516992,"metallothionein 1X","4501"
"227491_at","ELOVL6",-1.46069322,8.31477794,-5.71598370154012,1.26815614025936e-05,0.00407019438361168,1.46069322,3.36687362687682,"ELOVL fatty acid elongase 6","79071"
"205289_at","BMP2",-1.81923993,10.004871935,-5.70026874868147,1.3138826808345e-05,0.00417654276596664,1.81923993,3.33391734324638,"bone morphogenetic protein 2","650"
"202006_at","PTPN12",1.05999065,11.732622225,5.68769513941984,1.35167981542551e-05,0.00423636847291818,-1.05999065,3.30752664254262,"protein tyrosine phosphatase non-receptor type 12","5782"
"212841_s_at","PPFIBP2",-1.2858503,10.25117015,-5.68748165492753,1.35233106824389e-05,0.00423636847291818,1.2858503,3.30707839080749,"PPFIA binding protein 2","8495"
"207546_at","ATP4B",-7.96009495,9.019294355,-5.68193285713012,1.36937107225099e-05,0.00424939600037439,7.96009495,3.2954256369992,"ATPase H+/K+ transporting subunit beta","496"
"206172_at","IL13RA2",3.43947695,5.186149255,5.67496632856701,1.39107583584515e-05,0.00424939600037439,-3.43947695,3.28079017024014,"interleukin 13 receptor subunit alpha 2","3598"
"204519_s_at","PLLP",-2.47079024,10.33690978,-5.67492488378245,1.39120600652404e-05,0.00424939600037439,2.47079024,3.28070308396015,"plasmolipin","51090"
"219249_s_at","FKBP10",2.60362729,6.869283605,5.66981625489109,1.40734697231893e-05,0.00426351484000098,-2.60362729,3.26996689826784,"FKBP prolyl isomerase 10","60681"
"229793_at","ASAH2B",-1.07521392,9.01937494,-5.66284904348172,1.42966908792368e-05,0.00426351484000098,1.07521392,3.25531956116854,"N-acylsphingosine amidohydrolase 2B","653308"
"212624_s_at","CHN1",1.66942069,9.394187505,5.66253428423329,1.43068603530878e-05,0.00426351484000098,-1.66942069,3.25465769390844,"chimerin 1","1123"
