"","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","logFC_Cancer_vs_Normal","B","GeneName","ENTREZID"
"225295_at","SLC39A10",1.6076009,10.0225191,5.94240357263184,7.63612036494323e-06,0.00336697484639735,-1.6076009,3.83818089437735,"solute carrier family 39 member 10","57181"
"229661_at","SALL4",3.4227639,5.92945936,5.93517613834609,7.76005903098285e-06,0.0033942498201519,-3.4227639,3.82324087842247,"spalt like transcription factor 4","57167"
"208850_s_at","THY1",2.56303026,9.12107917,5.90364541470179,8.32532066635617e-06,0.00351507532697978,-2.56303026,3.75798094328622,"Thy-1 cell surface antigen","7070"
"202016_at","MEST",1.6817218,10.6007469,5.89758507331279,8.43870699011489e-06,0.00351507532697978,-1.6817218,3.74542248502186,"mesoderm specific transcript","4232"
"221676_s_at","CORO1C",1.08980295,10.335073625,5.88584494370115,8.66287738745199e-06,0.00351507532697978,-1.08980295,3.72108026997627,"coronin 1C","23603"
"211571_s_at","VCAN",1.77727646,8.74220385,5.87663269546006,8.84304066749572e-06,0.00352914779923597,-1.77727646,3.70196661330358,"versican","1462"
"237094_at","TAFA5",1.84107509,6.644975725,5.85433864003498,9.295081529452e-06,0.0036043161888141,-1.84107509,3.65566431603277,"TAFA chemokine like family member 5","25817"
"200665_s_at","SPARC",2.06287425,12.533791875,5.84542076424392,9.48246114074166e-06,0.00362829266409545,-2.06287425,3.63712456078583,"secreted protein acidic and cysteine rich","6678"
"231879_at","COL12A1",1.84311887,7.114640145,5.83978185776602,9.60293411579996e-06,0.00362829266409545,-1.84311887,3.6253962159721,"collagen type XII alpha 1 chain","1303"
"221729_at","COL5A2",1.9518489,12.1277594,5.82579118928258,9.90864690073058e-06,0.00364455902135197,-1.9518489,3.5962791187568,"collagen type V alpha 2 chain","1290"
"205499_at","SRPX2",1.99137909,7.627841555,5.8247347597432,9.93213158082202e-06,0.00364455902135197,-1.99137909,3.59407946224935,"sushi repeat containing protein X-linked 2","27286"
"201261_x_at","BGN",2.37086994,9.25791416,5.79069592248333,1.07200926039821e-05,0.00380723360274393,-2.37086994,3.52312761017417,"biglycan","633"
"201185_at","HTRA1",1.4561492,11.1540543,5.78407918717878,1.0880536829019e-05,0.00380723360274393,-1.4561492,3.50931805727797,"HtrA serine peptidase 1","5654"
"37892_at","COL11A1",5.98175843,6.606244975,5.75751784897147,1.15497121461879e-05,0.00394675319745514,-5.98175843,3.45382631759837,"collagen type XI alpha 1 chain","1301"
"207426_s_at","TNFSF4",1.67649784,7.77723268,5.74488789338189,1.18825229787467e-05,0.00402106800497911,-1.67649784,3.42740833001172,"TNF superfamily member 4","7292"
"226237_at","COL8A1",3.52175173,9.761220505,5.74370185110951,1.19142755703085e-05,0.00402106800497911,-3.52175173,3.42492645306336,"collagen type VIII alpha 1 chain","1295"
"212464_s_at","FN1",2.53047305,12.532565275,5.73747551102574,1.20823948577125e-05,0.00405279103586156,-2.53047305,3.41189447333082,"fibronectin 1","2335"
"201666_at","TIMP1",2.0927926,11.822098,5.7249129925167,1.24290195475877e-05,0.00406078886832057,-2.0927926,3.38558569386949,"TIMP metallopeptidase inhibitor 1","7076"
"202006_at","PTPN12",1.05999065,11.732622225,5.68769513941984,1.35167981542551e-05,0.00423636847291818,-1.05999065,3.30752664254262,"protein tyrosine phosphatase non-receptor type 12","5782"
"206172_at","IL13RA2",3.43947695,5.186149255,5.67496632856701,1.39107583584515e-05,0.00424939600037439,-3.43947695,3.28079017024014,"interleukin 13 receptor subunit alpha 2","3598"
"219249_s_at","FKBP10",2.60362729,6.869283605,5.66981625489109,1.40734697231893e-05,0.00426351484000098,-2.60362729,3.26996689826784,"FKBP prolyl isomerase 10","60681"
"212624_s_at","CHN1",1.66942069,9.394187505,5.66253428423329,1.43068603530878e-05,0.00426351484000098,-1.66942069,3.25465769390844,"chimerin 1","1123"
"203819_s_at","IGF2BP3",4.63964914,7.36908643,5.63839092614283,1.51093371603841e-05,0.00439416494278723,-4.63964914,3.20385343983009,"insulin like growth factor 2 mRNA binding protein 3","10643"
"216899_s_at","SKAP2",1.24946112,9.04702879,5.62423420178878,1.56011124817078e-05,0.00444266054654882,-1.24946112,3.17403068397676,"src kinase associated phosphoprotein 2","8935"
"202237_at","NNMT",1.7180859,11.6749179,5.61775006620395,1.58317857836704e-05,0.00446187055526895,-1.7180859,3.16036298446932,"nicotinamide N-methyltransferase","4837"
"206796_at","CCN4",2.36841765,6.281943495,5.60640606673649,1.62437588162122e-05,0.00449692966590041,-2.36841765,3.13643910576063,"cellular communication network factor 4","8840"
"208637_x_at","ACTN1",1.55216095,10.160228525,5.59964328297594,1.64945497046567e-05,0.00450919752551052,-1.55216095,3.12216938212733,"actinin alpha 1","87"
"226311_at","ADAMTS2",2.9709372,8.16725369,5.59646621095126,1.66137293696409e-05,0.00451918235465233,-2.9709372,3.11546374501863,"ADAM metallopeptidase with thrombospondin type 1 motif 2","9509"
"207719_x_at","CEP170",1.0774047,10.94578905,5.55473900218108,1.82631452289865e-05,0.00478717227549679,-1.0774047,3.02728107484052,"centrosomal protein 170","9859"
"219773_at","NOX4",3.52357174,6.40497933,5.52789821777252,1.94115595478845e-05,0.00478717227549679,-3.52357174,2.97044939814924,"NADPH oxidase 4","50507"
"1555522_s_at","MEMO1",1.0494522,9.40382675,5.52651934331725,1.94725084118609e-05,0.00478717227549679,-1.0494522,2.96752754626418,"mediator of cell motility 1","51072"
"221510_s_at","GLS",1.12419115,11.267278075,5.52451215888939,1.95615788793421e-05,0.00478717227549679,-1.12419115,2.96327390236203,"glutaminase","2744"
"203083_at","THBS2",3.6138315,10.02071516,5.52113029388829,1.97125930862537e-05,0.00478717227549679,-3.6138315,2.95610596319848,"thrombospondin 2","7058"
"204416_x_at","APOC1",2.50845735,10.625594625,5.52066686019319,1.97333797598116e-05,0.00478717227549679,-2.50845735,2.95512360153003,"apolipoprotein C1","341"
"237411_at","ADAMTS6",1.51555502,7.171975,5.51945472222025,1.97878543074947e-05,0.00478717227549679,-1.51555502,2.95255405918265,"ADAM metallopeptidase with thrombospondin type 1 motif 6","11174"
"225799_at","CYTOR",1.2833652,10.327296,5.51504592031888,1.9987286679042e-05,0.00481411849857542,-1.2833652,2.94320665397085,"cytoskeleton regulator RNA","112597"
"229459_at","TAFA5",2.56202021,6.582902485,5.49217447348763,2.10552734072846e-05,0.00488340381852395,-2.56202021,2.89467930391759,"TAFA chemokine like family member 5","25817"
"201105_at","LGALS1",1.26225355,12.586130425,5.49021045474391,2.11496550523718e-05,0.00488340381852395,-1.26225355,2.89050935647581,"galectin 1","3956"
"1553956_at","TMEM237",1.14439855,8.725088625,5.49012846569531,2.11536044343946e-05,0.00488340381852395,-1.14439855,2.89033527011209,"transmembrane protein 237","65062"
"205401_at","AGPS",1.123912,9.01155635,5.47179400581446,2.20559304854111e-05,0.00502461666370773,-1.123912,2.85138666724272,"alkylglycerone phosphate synthase","8540"
"213553_x_at","APOC1",1.82550705,10.319312125,5.46389248974588,2.24568124859017e-05,0.00503758685658695,-1.82550705,2.83458939359772,"apolipoprotein C1","341"
"202238_s_at","NNMT",1.7361175,10.1778995,5.44877667473439,2.3244534533338e-05,0.00510785929419127,-1.7361175,2.80243611950536,"nicotinamide N-methyltransferase","4837"
"209012_at","TRIO",1.01122455,9.352904375,5.44476958513382,2.34580384583337e-05,0.00510983367613305,-1.01122455,2.79390822217237,"trio Rho guanine nucleotide exchange factor","7204"
"201163_s_at","IGFBP7",1.06634925,13.864113475,5.42019542042908,2.48118322300042e-05,0.00519765106197503,-1.06634925,2.74157026167247,"insulin like growth factor binding protein 7","3490"
"201617_x_at","CALD1",1.58585845,10.473303725,5.41255525442678,2.52487548291588e-05,0.00524895692123292,-1.58585845,2.72528462606207,"caldesmon 1","800"
"221872_at","RARRES1",2.0707755,9.49334795,5.4050193993188,2.56873941873668e-05,0.0052601433602782,-2.0707755,2.70921504349895,"retinoic acid receptor responder 1","5918"
"211161_s_at","COL3A1",1.61143895,13.357707825,5.38702183494614,2.67666646565927e-05,0.00537455486486255,-1.61143895,2.67081159593895,"collagen type III alpha 1 chain","1281"
"211980_at","COL4A1",1.5265119,12.55109005,5.36411973502492,2.82071549355685e-05,0.0054688872202206,-1.5265119,2.62189198285699,"collagen type IV alpha 1 chain","1282"
"204114_at","NID2",2.27884352,9.32217492,5.3535727720791,2.88968533797709e-05,0.00552013115756237,-2.27884352,2.59934438292482,"nidogen 2","22795"
"218854_at","DSE",1.2954947,10.6528019,5.34076045189528,2.97578450702685e-05,0.0055232305169332,-1.2954947,2.57193789946064,"dermatan sulfate epimerase","29940"
"1555841_at","MSANTD3",1.0371324,9.2289554,5.33992206340546,2.9815087461803e-05,0.0055232305169332,-1.0371324,2.57014391895962,"Myb/SANT DNA binding domain containing 3","91283"
"211981_at","COL4A1",2.02143288,8.47730507,5.33337601725894,3.02659025822578e-05,0.0055600667884631,-2.02143288,2.5561341621305,"collagen type IV alpha 1 chain","1282"
"202701_at","BMP1",1.16171875,7.511431005,5.32801600259768,3.06402021883333e-05,0.0055600667884631,-1.16171875,2.54465937239801,"bone morphogenetic protein 1","649"
"201430_s_at","DPYSL3",1.96770916,8.07388467,5.32380565516079,3.09375210214971e-05,0.0055600667884631,-1.96770916,2.5356436899263,"dihydropyrimidinase like 3","1809"
"225285_at","BCAT1",1.8231102,9.74981775,5.32126895739702,3.11180692687647e-05,0.0055600667884631,-1.8231102,2.53021092316539,"branched chain amino acid transaminase 1","586"
"209191_at","TUBB6",1.42840345,10.779716475,5.30526450600326,3.22821784730571e-05,0.00560369905620618,-1.42840345,2.49591921655756,"tubulin beta 6 class V","84617"
"225639_at","SKAP2",1.4295438,10.5002929,5.29295904148116,3.32073097562869e-05,0.00568464605622094,-1.4295438,2.46953504213539,"src kinase associated phosphoprotein 2","8935"
"202311_s_at","COL1A1",3.01116522,8.59702082,5.28870436171506,3.35334192401136e-05,0.00568464605622094,-3.01116522,2.46040894758521,"collagen type I alpha 1 chain","1277"
"209646_x_at","ALDH1B1",1.44555959,7.860428175,5.28802340192182,3.35859146793623e-05,0.00568464605622094,-1.44555959,2.45894814745931,"aldehyde dehydrogenase 1 family member B1","219"
"204879_at","PDPN",1.33391072,7.39406868,5.28621793271567,3.37255041449781e-05,0.00568464605622094,-1.33391072,2.45507481131651,"podoplanin","10630"
"1555705_a_at","CMTM3",1.29874548,7.85965939,5.27320648264976,3.47490971426626e-05,0.00575729359477297,-1.29874548,2.42715105321593,"CKLF like MARVEL transmembrane domain containing 3","123920"
"210495_x_at","FN1",2.12632015,12.778207925,5.26899657234548,3.50870097969786e-05,0.00578380612294499,-2.12632015,2.41811251644237,"fibronectin 1","2335"
"209360_s_at","RUNX1",1.06386595,10.428971475,5.26512250715032,3.54009190775464e-05,0.00578380612294499,-1.06386595,2.40979344308939,"RUNX family transcription factor 1","861"
"207714_s_at","SERPINH1",2.34296572,9.04450769,5.24916688349368,3.67241897188029e-05,0.00582296703246943,-2.34296572,2.37551479749233,"serpin family H member 1","871"
"226930_at","FNDC1",4.21638099,8.114359265,5.24747434937847,3.68674793959068e-05,0.00582296703246943,-4.21638099,2.37187710475651,"fibronectin type III domain containing 1","84624"
"202403_s_at","COL1A2",1.4765649,13.7411779,5.24393445478314,3.71690076695351e-05,0.00582296703246943,-1.4765649,2.36426803377208,"collagen type I alpha 2 chain","1278"
"219087_at","ASPN",2.63403625,11.249518225,5.2298012876019,3.83980855695768e-05,0.00591111168749593,-2.63403625,2.33387611903083,"asporin","54829"
"227249_at","NDE1",1.1252454,9.5291074,5.21845504596916,3.94146624302326e-05,0.00598610185659158,-1.1252454,2.30946293913116,"nudE neurodevelopment protein 1","54820"
"212488_at","COL5A1",1.6469499,9.85693705,5.2154381997315,3.9689536969854e-05,0.0060027045217645,-1.6469499,2.30296960804279,"collagen type V alpha 1 chain","1289"
"204051_s_at","SFRP4",3.49408908,9.01429046,5.20898248106459,4.02843052676273e-05,0.00605334389025613,-3.49408908,2.28907161235449,"secreted frizzled related protein 4","6424"
"201110_s_at","THBS1",1.5622452,11.7354561,5.20855994695729,4.03235480788783e-05,0.00605334389025613,-1.5622452,2.28816183136727,"thrombospondin 1","7057"
"224733_at","CMTM3",1.02936085,9.187064075,5.20001900013226,4.11251750400812e-05,0.00612675461939085,-1.02936085,2.2697681464372,"CKLF like MARVEL transmembrane domain containing 3","123920"
"229218_at","COL1A2",2.1969774,10.58050505,5.19489380389686,4.16139698030092e-05,0.00613273261180466,-2.1969774,2.25872719848476,"collagen type I alpha 2 chain","1278"
"211160_x_at","ACTN1",1.46752445,9.573644625,5.19020845970875,4.20659821530273e-05,0.00616758431215622,-1.46752445,2.24863159007806,"actinin alpha 1","87"
"224694_at","ANTXR1",1.57463335,11.546970075,5.19010451239671,4.20760667294791e-05,0.00616758431215622,-1.57463335,2.2484075887551,"ANTXR cell adhesion molecule 1","84168"
"214651_s_at","HOXA9",2.45828462,6.60788217,5.18775991641343,4.23041846295071e-05,0.00617760156095705,-2.45828462,2.2433548251919,"homeobox A9","3205"
"236179_at","CDH11",1.94965438,8.64425667,5.18462837035782,4.26108313239597e-05,0.00617970080275198,-1.94965438,2.23660531033582,"cadherin 11","1009"
"201614_s_at","RUVBL1",1.1873157,9.21422015,5.17311009263213,4.37582927031632e-05,0.0062630488312708,-1.1873157,2.21177158239684,"RuvB like AAA ATPase 1","8607"
"201792_at","AEBP1",1.89021355,9.928955075,5.15887188783934,4.52202333824062e-05,0.00643858401089338,-1.89021355,2.1810562680038,"AE binding protein 1","165"
"213125_at","OLFML2B",1.89447058,8.57959937,5.14953955070883,4.62052892207172e-05,0.00647305219386276,-1.89447058,2.16091380428971,"olfactomedin like 2B","25903"
"205618_at","PRRG1",1.33262869,9.118477105,5.14458606835089,4.67369739069192e-05,0.00651873481724696,-1.33262869,2.15021915429209,"proline rich and Gla domain 1","5638"
"223095_at","MARVELD1",1.31840709,8.789907955,5.13748920401661,4.75095726035414e-05,0.00655956030832986,-1.31840709,2.1348929484687,"MARVEL domain containing 1","83742"
"201744_s_at","LUM",1.1653879,13.72017345,5.13080503529489,4.82491077234539e-05,0.0065936402106192,-1.1653879,2.1204537462118,"lumican","4060"
"211719_x_at","FN1",2.18246765,12.926318375,5.12588316021899,4.88011301553356e-05,0.0065936402106192,-2.18246765,2.1098188483439,"fibronectin 1","2335"
"229554_at","LUM",1.55954545,9.512780225,5.1220219022566,4.92386847569409e-05,0.0066308499731176,-1.55954545,2.10147412133971,"lumican","4060"
"219257_s_at","SPHK1",1.98008057,6.783932595,5.11787211892144,4.97133791373252e-05,0.00666195834395405,-1.98008057,2.09250433771179,"sphingosine kinase 1","8877"
"215076_s_at","COL3A1",1.14645295,14.554035625,5.11373051371157,5.01917731476993e-05,0.00669325657768404,-1.14645295,2.08355067413903,"collagen type III alpha 1 chain","1281"
"1552518_s_at","MTBP",2.64659041,5.291433485,5.11156124502105,5.04442071087168e-05,0.00671055236902455,-2.64659041,2.07886035128969,"MDM2 binding protein","27085"
"210990_s_at","LAMA4",1.93127549,4.922783925,5.10742368261553,5.09292689175402e-05,0.00673885154981457,-1.93127549,2.06991307075183,"laminin subunit alpha 4","3910"
"41037_at","TEAD4",1.07948683,7.246861755,5.09930279065968,5.18951293751778e-05,0.00677175703720249,-1.07948683,2.05234756058752,"TEA domain transcription factor 4","7004"
"205206_at","ANOS1",2.12193977,8.746143685,5.09412660295502,5.25204471570395e-05,0.00683703678169318,-2.12193977,2.04114837750618,"anosmin 1","3730"
"231849_at","KRT80",2.62273756,5.539426,5.07696469390963,5.46489905320411e-05,0.00698115317135361,-2.62273756,2.00399994087272,"keratin 80","144501"
"204165_at","WASF1",1.73217582,8.15920667,5.07439897255188,5.49746523207911e-05,0.00699920493966815,-1.73217582,1.99844398837512,"WASP family member 1","8936"
"204052_s_at","SFRP4",3.40653847,7.589551945,5.05088209658615,5.80529376306691e-05,0.00728190378117428,-3.40653847,1.94749262056415,"secreted frizzled related protein 4","6424"
"226695_at","PRRX1",2.11263958,9.50949861,5.04098792761836,5.93998106235176e-05,0.00731460505820006,-2.11263958,1.92604183073685,"paired related homeobox 1","5396"
"203820_s_at","IGF2BP3",3.28699787,7.921625405,5.03384996827371,6.03911398569337e-05,0.00740333087820145,-3.28699787,1.91056140664123,"insulin like growth factor 2 mRNA binding protein 3","10643"
"213010_at","CAVIN3",1.28462079,8.734560855,5.02771226700959,6.12569677082005e-05,0.00744106612489669,-1.28462079,1.89724685425621,"caveolae associated protein 3","112464"
"228787_s_at","BCAS4",1.71202419,6.710192575,5.01953178713263,6.24305799170603e-05,0.00753508158270479,-1.71202419,1.87949598596973,"breast carcinoma amplified sequence 4","55653"
"215074_at","MYO1B",1.05227162,6.61122354,5.01044847164476,6.37604697864953e-05,0.00766176634192666,-1.05227162,1.85977953294796,"myosin IB","4430"
"225464_at","FRMD6",1.2955987,9.90027195,5.00866362985309,6.40251483254786e-05,0.00766200590682616,-1.2955987,1.85590451318061,"FERM domain containing 6","122786"
"203417_at","MFAP2",2.18110413,7.577031375,5.00854528051713,6.40427379866403e-05,0.00766200590682616,-2.18110413,1.85564755899865,"microfibril associated protein 2","4237"
"201616_s_at","CALD1",1.5775948,11.1246235,4.99521183526749,6.60561354344917e-05,0.00773431065968767,-1.5775948,1.82669130161783,"caldesmon 1","800"
"221731_x_at","VCAN",1.37606985,12.473883825,4.99248981057977,6.64749983047385e-05,0.00773431065968767,-1.37606985,1.82077809739154,"versican","1462"
"217428_s_at","COL10A1",4.36498722,7.70641954,4.99099775211735,6.67057368764449e-05,0.00773431065968767,-4.36498722,1.81753656193175,"collagen type X alpha 1 chain","1300"
"204362_at","SKAP2",1.1228581,11.3186608,4.99049414670366,6.67837998631691e-05,0.00773431065968767,-1.1228581,1.81644242555459,"src kinase associated phosphoprotein 2","8935"
"216442_x_at","FN1",2.1089024,12.7252944,4.98941808668216,6.69509086326958e-05,0.00773431065968767,-2.1089024,1.81410450193529,"fibronectin 1","2335"
"213338_at","TMEM158",1.45604342,8.76448339,4.98705939782127,6.73186906633831e-05,0.00773431065968767,-1.45604342,1.80897952195526,"transmembrane protein 158","25907"
"203940_s_at","VASH1",1.09814338,7.20353198,4.98695618615647,6.73348308003901e-05,0.00773431065968767,-1.09814338,1.80875525250084,"vasohibin 1","22846"
"229655_at","TAFA5",2.58201985,5.727964765,4.98449891917751,6.77202567799763e-05,0.00776174624302391,-2.58201985,1.80341558428536,"TAFA chemokine like family member 5","25817"
"208782_at","FSTL1",1.3933127,12.35356815,4.98000713222528,6.84305923954089e-05,0.00777853687453016,-1.3933127,1.79365362919629,"follistatin like 1","11167"
"238852_at","PRRX1",2.04638744,7.15317445,4.97871606379072,6.8636157733691e-05,0.00778564714541402,-2.04638744,1.79084746448147,"paired related homeobox 1","5396"
"219787_s_at","ECT2",1.4763034,11.1138779,4.97688506394107,6.8928765723022e-05,0.00780079921816771,-1.4763034,1.78686751919012,"epithelial cell transforming 2","1894"
"212746_s_at","CEP170",1.24244275,9.598670925,4.97545184863488,6.91586869246814e-05,0.00780079921816771,-1.24244275,1.78375203020643,"centrosomal protein 170","9859"
"202310_s_at","COL1A1",2.20985045,10.566701575,4.97490592977765,6.92464694304805e-05,0.00780079921816771,-2.20985045,1.78256528191752,"collagen type I alpha 1 chain","1277"
"223475_at","CRISPLD1",2.57124711,7.940797075,4.97255498218178,6.9625789089453e-05,0.00780079921816771,-2.57124711,1.77745439274106,"cysteine rich secretory protein LCCL domain containing 1","83690"
"222449_at","PMEPA1",1.93600015,10.338190325,4.96448394134269,7.0944137111035e-05,0.00786789187940332,-1.93600015,1.75990486344916,"prostate transmembrane protein, androgen induced 1","56937"
"207031_at","NKX3-2",2.928947,5.97776703,4.96187643968952,7.1375440738284e-05,0.00788363097649313,-2.928947,1.75423406043527,"NK3 homeobox 2","579"
"1558139_at","DUXAP8",2.08806903,6.409599825,4.96101431544993,7.15186276056807e-05,0.00788363097649313,-2.08806903,1.75235899245642,"double homeobox A pseudogene 8","503637"
"204620_s_at","VCAN",1.3950646,11.93122265,4.95445378577562,7.26178230810199e-05,0.00794340466132827,-1.3950646,1.73808833352367,"versican","1462"
"219908_at","DKK2",2.5600329,5.70070183,4.95223505370334,7.299342690243e-05,0.00795801506990583,-2.5600329,1.73326132247279,"dickkopf WNT signaling pathway inhibitor 2","27123"
"201852_x_at","COL3A1",1.3184085,13.60739105,4.94351802170439,7.44882786040336e-05,0.00800127039818377,-1.3184085,1.71429310096485,"collagen type III alpha 1 chain","1281"
"238617_at","KIF26B",2.05745113,7.849956625,4.9180661660791,7.90329113166067e-05,0.00809199330755707,-2.05745113,1.65887674357084,"kinesin family member 26B","55083"
"225687_at","FAM83D",1.6107055,10.02260185,4.91448617770092,7.96943094017641e-05,0.00814446049820832,-1.6107055,1.65107811384097,"family with sequence similarity 83 member D","81610"
