"","ProbeID","Gene_Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","logFC_Tumor_vs_Normal","ProbeID_clean","Gene_Name","ENTREZ_ID"
"29","11715261_s_at","HNRNPCL2 /// HNRNPCL3 /// HNRNPCL4",1.04097950714286,6.859974925,3.18278944884029,0.00369852422742041,0.016561381943018,-1.83006352882136,-1.04097950714286,"11715261","heterogeneous nuclear ribonucleoprotein C-like 2 /// heterogeneous nuclear ribonucleoprotein C-like 3 /// heterogeneous nuclear ribonucleoprotein C-like 4","440563 /// 649330 /// 101060301"
"30","11715267_s_at","EPPK1",102.55466,205.683150714286,3.63929605385765,0.0011604213870639,0.00668911359715504,-0.821343139181447,-102.55466,"11715267","epiplakin 1","83481"
"31","11715270_s_at","KLF7",5.96267121428572,16.27528175,5.10421819325904,2.40634628253921e-05,0.000334350139595005,2.56412545656202,-5.96267121428572,"11715270","Kruppel-like factor 7 (ubiquitous)","8609"
"32","11715280_s_at","KRT17",54.3237842857143,51.9168666428571,4.24476528897736,0.000237418925732212,0.0019493530313402,0.56656568307542,-54.3237842857143,"11715280","keratin 17, type I","3872"
"36","11715297_at","FXN",1.47314721428571,10.4653806428571,2.81702396633476,0.00902916633695004,0.033440479209241,-2.59908438205841,-1.47314721428571,"11715297_at","frataxin","2395"
"37","11715301_s_at","NOP16",269.136219285714,332.453764642857,9.5314085002571,4.61752134748804e-10,1.43141807941147e-07,11.5124479821143,-269.136219285714,"11715301","NOP16 nucleolar protein","51491"
"38","11715305_s_at","HOXA10",124.999729714286,258.036879142857,2.85692270548093,0.00820718984033241,0.031039869914866,-2.51731114333276,-124.999729714286,"11715305","homeobox A10","3206"
"39","11715307_s_at","MLXIPL",77.6276338571429,143.177998071429,5.42043984081023,1.0382715037544e-05,0.000176602689145829,3.29256011767086,-77.6276338571429,"11715307","MLX interacting protein-like","51085"
"40","11715308_s_at","MLXIPL",72.1509354285714,137.108861571429,5.39535235482655,1.10969399511821e-05,0.00018584295460095,3.23504221468481,-72.1509354285714,"11715308","MLX interacting protein-like","51085"
"41","11715309_s_at","MLXIPL",85.6460115,153.74299425,5.80539677130049,3.75854108217107e-06,8.23150678192372e-05,4.16777775274226,-85.6460115,"11715309","MLX interacting protein-like","51085"
"42","11715310_s_at","MLXIPL",86.9306191428571,153.070826857143,5.43760443884211,9.92090405677249e-06,0.000170960970128764,3.33188277871276,-86.9306191428571,"11715310","MLX interacting protein-like","51085"
"46","11715323_s_at","NKX1-2",2.94550342857143,28.9307251428571,3.16646470991555,0.0038518183799305,0.0170974630550564,-1.86523832768166,-2.94550342857143,"11715323","NK1 homeobox 2","390010"
"47","11715327_x_at","CBWD1 /// CBWD3",21.1316191428572,64.3533312142857,5.29982069702141,1.43002712243283e-05,0.00022431308260581,3.01555477811604,-21.1316191428572,"11715327","COBW domain containing 1 /// COBW domain containing 3","55871 /// 445571"
"48","11715331_x_at","DSN1",185.921141428571,323.544821428571,4.70236266726757,7.02705939133294e-05,0.000759355936632883,1.63084969487073,-185.921141428571,"11715331","DSN1 homolog, MIS12 kinetochore complex component","79980"
"49","11715342_at","BRI3",3.40118335714286,15.7503883214286,3.2241914732485,0.00333557439731306,0.0152740055024825,-1.74053836252782,-3.40118335714286,"11715342_at","brain protein I3","25798"
"50","11715344_at","GSTP1",1677.72537857143,2435.48728214286,9.32313691549412,7.28878371135138e-10,1.90491783821271e-07,11.162900259062,-1677.72537857143,"11715344_at","glutathione S-transferase pi 1","2950"
"52","11715350_a_at","COL1A1",200.868737714286,218.127053571429,3.58433363680793,0.0013370341284586,0.00746246336443082,-0.945007055457985,-200.868737714286,"11715350","collagen, type I, alpha 1","1277"
"53","11715351_at","COL1A1",321.246771785714,297.598900535714,3.76069211585922,0.000847212828167043,0.00521796479392906,-0.546499340455367,-321.246771785714,"11715351_at","collagen, type I, alpha 1","1277"
"54","11715352_x_at","COL1A1",160.646793071429,133.341205678571,4.04396684777511,0.00040357132625334,0.00295280782999314,0.102240882153812,-160.646793071429,"11715352","collagen, type I, alpha 1","1277"
"55","11715353_s_at","COL1A2",1585.03806142857,1523.56782214286,4.17749969558767,0.000283696179512962,0.00223745374214318,0.410716554660345,-1585.03806142857,"11715353","collagen, type I, alpha 2","1278"
"56","11715357_s_at","RPS21",3145.68007142857,9764.42703571429,6.22305851507904,1.26404774634921e-06,3.71118265023328e-05,5.0986268716954,-3145.68007142857,"11715357","ribosomal protein S21","6227"
"58","11715359_a_at","TIMP1",622.746245714286,698.474191428571,5.18495159442994,1.94089759487113e-05,0.000281688474466593,2.75074986419484,-622.746245714286,"11715359","TIMP metallopeptidase inhibitor 1","7076"
"59","11715360_x_at","TIMP1",696.057637857143,750.975089642857,5.34843737902259,1.25681028764004e-05,0.000204076739506836,3.12734265604212,-696.057637857143,"11715360","TIMP metallopeptidase inhibitor 1","7076"
"63","11715366_a_at","SEPT2",39.0648462857143,117.392729428571,3.83361958932785,0.000700613934462531,0.00451845218602647,-0.380379309069558,-39.0648462857143,"11715366","septin 2","4735"
"64","11715367_s_at","SEPT2",605.7897,3068.76305,4.7885597175582,5.58359206728626e-05,0.000635633856104183,1.8314490484086,-605.7897,"11715367","septin 2","4735"
"66","11715369_s_at","NDUFA4",944.487878571429,3323.63073214286,3.77943272207468,0.000806897174681912,0.00503328609176172,-0.503878193352545,-944.487878571429,"11715369","NDUFA4, mitochondrial complex associated","4697"
"68","11715373_a_at","TRIM28",153.369615,270.361039642857,8.13037231389518,1.11108504862676e-08,1.17673729704518e-06,9.02006030358069,-153.369615,"11715373","tripartite motif containing 28","10155"
"69","11715376_a_at","RPS11",1010.53437142857,5955.2363,2.9427891492462,0.00667197158746581,0.0263365398320823,-2.33945836225664,-1010.53437142857,"11715376","ribosomal protein S11","6205"
"71","11715378_x_at","TG",7.43236332142857,16.6734009107143,2.71307918337463,0.011549941456454,0.0405191305569278,-2.80938217177549,-7.43236332142857,"11715378","thyroglobulin","7038"
"72","11715379_a_at","LAPTM4B",667.973933571429,803.9657725,3.57598458669317,0.00136605909295229,0.00758674262383385,-0.963746693271041,-667.973933571429,"11715379","lysosomal protein transmembrane 4 beta","55353"
"73","11715380_s_at","LAPTM4B",1308.50605785714,1593.9046375,3.74482989376259,0.000882872569412984,0.0053925721255227,-0.582536087954367,-1308.50605785714,"11715380","lysosomal protein transmembrane 4 beta","55353"
"74","11715381_a_at","LAPTM4B",231.105600357143,252.680752321429,3.3195646335314,0.00262526357954063,0.0126672750328621,-1.53266181176232,-231.105600357143,"11715381","lysosomal protein transmembrane 4 beta","55353"
"80","11715397_x_at","MAGED2",79.470395,259.796216785714,2.95784717530228,0.00643254052787607,0.0256155546093549,-2.3080156294818,-79.470395,"11715397","MAGE family member D2","10916"
"81","11715398_a_at","APEX1",274.909177857143,793.455896071429,3.71431042839862,0.000955663025020738,0.00573850901056399,-0.651770516005107,-274.909177857143,"11715398","APEX nuclease (multifunctional DNA repair enzyme) 1","328"
"82","11715401_s_at","ILF2",481.53175,1621.669775,5.20733604869873,1.82866731089091e-05,0.00026939165470163,2.80242258334994,-481.53175,"11715401","interleukin enhancer binding factor 2","3608"
"83","11715402_x_at","ILF2",231.385058571429,771.512422857143,4.95469251966036,3.58466742389344e-05,0.000450546176598515,2.21755585709843,-231.385058571429,"11715402","interleukin enhancer binding factor 2","3608"
"85","11715407_s_at","PSMB4",357.876992857143,1480.813375,5.72565723256089,4.63527132555594e-06,9.6483050865794e-05,3.98771934496394,-357.876992857143,"11715407","proteasome subunit beta 4","5692"
"86","11715408_x_at","PSMB4",399.3051,1550.86620714286,6.16426131092303,1.47224785977701e-06,4.14604806349403e-05,4.96891447755411,-399.3051,"11715408","proteasome subunit beta 4","5692"
"87","11715409_a_at","PRDX2",195.386455714286,846.310392142857,3.89910103014535,0.000590387738696291,0.00397034749528976,-0.230651010799162,-195.386455714286,"11715409","peroxiredoxin 2","7001"
"88","11715410_x_at","PRDX2",126.734572857143,542.237875714286,3.76330133012337,0.000841483750788482,0.00519433764936229,-0.540568192503211,-126.734572857143,"11715410","peroxiredoxin 2","7001"
"90","11715416_s_at","DDB1",145.041112857143,519.256999285714,4.05122040099871,0.000395934417490167,0.00290941179186722,0.118961375379543,-145.041112857143,"11715416","damage-specific DNA binding protein 1","1642"
"91","11715419_at","LY6E",77.859128,82.5519273571429,4.05918660997425,0.00038771138149707,0.00286220351054368,0.137329820392718,-77.859128,"11715419_at","lymphocyte antigen 6 complex, locus E","4061"
"92","11715420_a_at","CCT2",104.283522285714,162.641099571429,7.29354441687289,8.39837168807523e-08,4.94195951091988e-06,7.37194847720419,-104.283522285714,"11715420","chaperonin containing TCP1, subunit 2 (beta)","10576"
"93","11715421_a_at","CCT2",581.800910714286,1038.59937321429,8.79254899318528,2.39252637591612e-09,4.04201155794199e-07,10.2395696932481,-581.800910714286,"11715421","chaperonin containing TCP1, subunit 2 (beta)","10576"
"94","11715422_a_at","BCAP31",809.8925,1962.80114285714,3.46618352917612,0.00180980279666807,0.00945480794726804,-1.20900137337926,-809.8925,"11715422","B-cell receptor-associated protein 31","10134"
"95","11715423_s_at","BCAP31",496.128921428571,1411.65919642857,3.21235053126707,0.00343572410388078,0.01562397275927,-1.76618818732602,-496.128921428571,"11715423","B-cell receptor-associated protein 31","10134"
"96","11715424_x_at","BCAP31",666.569378571429,1721.15930357143,3.48568011274221,0.00172190851173251,0.00909275741651358,-1.16562189172693,-666.569378571429,"11715424","B-cell receptor-associated protein 31","10134"
"97","11715426_s_at","SNU13",387.995512857143,947.657593571429,5.97176147762455,2.4307061243297e-06,5.98528060873706e-05,4.54112247013378,-387.995512857143,"11715426","SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)","4809"
"98","11715427_at","SNU13",69.76248,330.760477142857,3.07137247047966,0.00487324112334059,0.0205720660872924,-2.06866365454449,-69.76248,"11715427_at","SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)","4809"
"100","11715433_a_at","RBBP7",189.32385,397.71526,4.24921595751506,0.000234635313211584,0.00193310043324644,0.576886575640395,-189.32385,"11715433","retinoblastoma binding protein 7","5931"
"101","11715434_a_at","PDIA6",136.573135,451.019925357143,3.03731175890708,0.00529851999128995,0.0219970074777078,-2.14089123050489,-136.573135,"11715434","protein disulfide isomerase family A, member 6","10130"
"103","11715445_a_at","DNAJB1",249.203119571429,292.978573785714,3.85281648459336,0.000666358938226425,0.00435150710651695,-0.336537364465778,-249.203119571429,"11715445","DnaJ (Hsp40) homolog, subfamily B, member 1","3337"
"104","11715446_a_at","DNAJB1",461.461275,753.761563214286,3.47165728562288,0.00178469568691892,0.0093473696803478,-1.19683002569115,-461.461275,"11715446","DnaJ (Hsp40) homolog, subfamily B, member 1","3337"
"105","11715447_at","TALDO1",746.831335714286,2222.26045357143,4.57558746121006,9.85297057819492e-05,0.000983604449696722,1.33568735640273,-746.831335714286,"11715447_at","transaldolase 1","6888"
"106","11715448_at","ERGIC3",332.003922857143,997.215064285714,3.23492863275064,0.00324719283978329,0.014945498539051,-1.71724840113118,-332.003922857143,"11715448_at","ERGIC and golgi 3","51614"
"107","11715449_x_at","ERGIC3",289.030120714286,848.983388928571,3.23092855454849,0.00327985235752247,0.0150607332155641,-1.72592840904334,-289.030120714286,"11715449","ERGIC and golgi 3","51614"
"108","11715456_a_at","SSR2",104.501960714286,970.058159642857,2.63866591485186,0.0137449451923273,0.0464894253475081,-2.95737027117749,-104.501960714286,"11715456","signal sequence receptor, beta (translocon-associated protein beta)","6746"
"111","11715473_at","SRPR",42.0831142857143,273.720259285714,2.97716539360946,0.00613731422642703,0.0246846866064948,-2.26756988430894,-42.0831142857143,"11715473_at","signal recognition particle receptor (docking protein)","6734"
"112","11715477_at","TFRC",780.65294,1855.74983714286,3.97543110660672,0.000483286448799462,0.00339041814208911,-0.0555094635547277,-780.65294,"11715477_at","transferrin receptor","7037"
"118","11715495_a_at","RPS25",1243.59382857143,6904.59817857143,4.31086779108831,0.000199244439177534,0.00170595927772132,0.719955392696159,-1243.59382857143,"11715495","ribosomal protein S25","6230"
"119","11715499_x_at","CBX3",399.555638571429,574.815325,5.87679806936994,3.11646547718358e-06,7.18999590123695e-05,4.32840639666017,-399.555638571429,"11715499","chromobox homolog 3","11335"
"120","11715500_s_at","TARDBP",134.951728571429,719.40137,4.5119566956234,0.00011673050009817,0.00112220767854206,1.18755414584495,-134.951728571429,"11715500","TAR DNA binding protein","23435"
"121","11715502_x_at","RPL18A",1292.40590714286,8616.70776071429,3.41407308794133,0.00206663370985552,0.010503279359843,-1.32456646976399,-1292.40590714286,"11715502","ribosomal protein L18a","6142"
"123","11715505_a_at","IARS",633.154502142857,1007.11464892857,7.85387120888828,2.14610861261667e-08,1.85003551344155e-06,8.48862153431599,-633.154502142857,"11715505","isoleucyl-tRNA synthetase","3376"
"126","11715517_s_at","SLC25A39",188.078982857143,487.094024285714,3.51554258833524,0.00159526725449035,0.00857546001144023,-1.09903411544465,-188.078982857143,"11715517","solute carrier family 25, member 39","51629"
"127","11715518_a_at","MLEC",72.3645364285714,339.551478214286,2.72505128300247,0.0112290786513594,0.0396391948389554,-2.78536885657589,-72.3645364285714,"11715518","malectin","9761"
"130","11715525_a_at","ATP6V1G2-DDX39B /// DDX39B",33.4915666428572,130.983624535714,4.76101450472796,6.00934690485646e-05,0.000672935140252516,1.76735923687085,-33.4915666428572,"11715525","ATP6V1G2-DDX39B readthrough (NMD candidate) /// DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B","7919 /// 100532737"
"131","11715526_s_at","ATP6V1G2-DDX39B /// DDX39B",95.4873978571429,454.403363928571,4.25056478562621,0.000233798107355249,0.00192731266902746,0.580014651443729,-95.4873978571429,"11715526","ATP6V1G2-DDX39B readthrough (NMD candidate) /// DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B","7919 /// 100532737"
"132","11715527_x_at","ATP6V1G2-DDX39B /// DDX39B",51.4254992857143,219.574018214286,5.16628353586251,2.03977121993742e-05,0.000292976154140183,2.7076316604228,-51.4254992857143,"11715527","ATP6V1G2-DDX39B readthrough (NMD candidate) /// DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B","7919 /// 100532737"
"133","11715530_a_at","CCT6A",435.941199285714,555.756523214286,9.08232823051654,1.24434362194638e-09,2.60442174601871e-07,10.749726470181,-435.941199285714,"11715530","chaperonin containing TCP1, subunit 6A (zeta 1)","908"
"135","11715541_a_at","THY1",40.1190407142857,68.5582935714286,3.08661810018276,0.00469363657415306,0.0199812271464527,-2.03622320135814,-40.1190407142857,"11715541","Thy-1 cell surface antigen","7070"
"136","11715542_s_at","THY1",64.6193962142857,124.36145775,3.02642601999496,0.00544174986286717,0.022468881925631,-2.16390136074223,-64.6193962142857,"11715542","Thy-1 cell surface antigen","7070"
"137","11715543_x_at","RPS8",1285.23228571428,8651.79085714286,3.33750164410808,0.00250908229220913,0.0122164731220966,-1.49332180344817,-1285.23228571428,"11715543","ribosomal protein S8","6202"
"139","11715547_at","TMEM109",77.5557092857143,271.340066785714,3.63562696736974,0.00117146608581179,0.00674019421184313,-0.829614287293364,-77.5557092857143,"11715547_at","transmembrane protein 109","79073"
"144","11715561_s_at","SCD",30.133372,40.8298466428571,4.85165097115372,4.71862230721106e-05,0.000558534265192165,1.97817804519788,-30.133372,"11715561","stearoyl-CoA desaturase (delta-9-desaturase)","6319"
"145","11715562_x_at","SCD",23.3863344642857,26.9758006964286,5.05331739190025,2.75586298620282e-05,0.000368704908460152,2.44627159720017,-23.3863344642857,"11715562","stearoyl-CoA desaturase (delta-9-desaturase)","6319"
"146","11715563_s_at","SCD",11.2488835714286,24.6246797142857,3.999781428859,0.000453329800605466,0.00323120137098225,0.000488054024194717,-11.2488835714286,"11715563","stearoyl-CoA desaturase (delta-9-desaturase)","6319"
"148","11715566_at","COPZ1",79.0422828571428,264.051804285714,4.10006814087806,0.000348091502989064,0.0026292266769945,0.231676291884715,-79.0422828571428,"11715566_at","coatomer protein complex subunit zeta 1","22818"
"150","11715574_a_at","KDELR2",220.854407142857,565.136505714286,3.30658901806312,0.00271252926114783,0.0129931519447631,-1.56107341937304,-220.854407142857,"11715574","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2","11014"
"151","11715575_x_at","PPM1G",81.1889735714285,245.279951071429,3.55216897802067,0.00145226534401992,0.00796012507140219,-1.01713310160238,-81.1889735714285,"11715575","protein phosphatase, Mg2+/Mn2+ dependent, 1G","5496"
"152","11715576_at","RAC1",72.7549192142857,111.724626392857,4.63474531637966,8.41558345733816e-05,0.000869639633630165,1.47342678485914,-72.7549192142857,"11715576_at","ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)","5879"
"153","11715577_x_at","RAC1",605.495122142857,997.004755357143,4.36695870530403,0.0001716722446468,0.00151803839758759,0.85026260385781,-605.495122142857,"11715577","ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)","5879"
"154","11715580_a_at","TBCB",76.9730335714286,405.334328928571,3.81599816358719,0.00073357517250373,0.00468250325362605,-0.420582623719796,-76.9730335714286,"11715580","tubulin folding cofactor B","1155"
"155","11715581_a_at","SF3B2",74.0651621428571,329.418298928571,3.46668427869293,0.00180749177784662,0.00944520990504816,-1.20788816535528,-74.0651621428571,"11715581","splicing factor 3b subunit 2","10992"
"156","11715582_s_at","SF3B2",88.18406,401.904820714286,3.48307135603346,0.00173342447389712,0.00913989132025494,-1.17143068820222,-88.18406,"11715582","splicing factor 3b subunit 2","10992"
"159","11715586_at","MAPRE1",63.0142047142857,128.826064071429,4.01525503247177,0.000435252200631573,0.00312671356169234,0.0361013891569151,-63.0142047142857,"11715586_at","microtubule-associated protein, RP/EB family, member 1","22919"
"160","11715587_at","MAPRE1",415.123265714286,1050.65469857143,4.34695240912004,0.000181042514771582,0.00158388151206912,0.803771279686502,-415.123265714286,"11715587_at","microtubule-associated protein, RP/EB family, member 1","22919"
"161","11715595_a_at","PSMB7",242.129254285714,659.283542857143,5.57380858509076,6.91842700284359e-06,0.000129641768514969,3.64298788309063,-242.129254285714,"11715595","proteasome subunit beta 7","5695"
"162","11715596_at","PSMB7",373.703475,1141.54652178571,4.18758374669162,0.000276228513438079,0.00219228172151001,0.434063228790643,-373.703475,"11715596_at","proteasome subunit beta 7","5695"
"163","11715597_x_at","PSMB7",266.414532142857,841.262096785714,4.43514485044802,0.000143209753993583,0.00132172006698674,1.00881262562655,-266.414532142857,"11715597","proteasome subunit beta 7","5695"
"164","11715603_s_at","SPARC",839.835201428572,1394.67685357143,3.07253178923654,0.0048593559417399,0.0205257300104534,-2.06619918830847,-839.835201428572,"11715603","secreted protein, acidic, cysteine-rich (osteonectin)","6678"
"165","11715604_x_at","SPARC",1153.32458928571,1921.06960178571,3.08935739028561,0.00466204386385745,0.0198741396958003,-2.03038721050988,-1153.32458928571,"11715604","secreted protein, acidic, cysteine-rich (osteonectin)","6678"
"166","11715609_a_at","ATP6V1H",59.0815607142857,243.678660357143,3.11976458596945,0.00432474141353984,0.0186976456999388,-1.96546045704728,-59.0815607142857,"11715609","ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H","51606"
"167","11715611_a_at","PLOD1",23.4862837857143,87.05615875,3.04240083823578,0.00523280059804375,0.0217770883016652,-2.13012166252184,-23.4862837857143,"11715611","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1","5351"
"171","11715622_a_at","RNF114",65.4647161428572,142.505581928571,6.52724652376019,5.77501922156044e-07,2.09132752528576e-05,5.76211621284783,-65.4647161428572,"11715622","ring finger protein 114","55905"
"172","11715623_s_at","RNF114",308.817285714286,940.261487857143,4.93095471220564,3.8189453959054e-05,0.000474558007121377,2.16244395138962,-308.817285714286,"11715623","ring finger protein 114","55905"
"174","11715626_a_at","RPL11",1084.29934285714,10615.9842214286,3.65241076485428,0.00112176812268912,0.00651342852006927,-0.791760943808838,-1084.29934285714,"11715626","ribosomal protein L11","6135"
"177","11715636_a_at","SERPINE1",11.8343803571429,33.5377676071429,3.02664815661878,0.00543879052391498,0.0224622958134432,-2.16343217242617,-11.8343803571429,"11715636","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","5054"
"179","11715638_s_at","LPCAT1",123.051536357143,174.987361107143,3.41742448312537,0.0020491040184147,0.0104418990265142,-1.3171511301669,-123.051536357143,"11715638","lysophosphatidylcholine acyltransferase 1","79888"
"180","11715641_a_at","TTC3",43.1756571428571,135.361756857143,2.8355049265159,0.00863921032517432,0.032313629714674,-2.56127763698911,-43.1756571428571,"11715641","tetratricopeptide repeat domain 3","7267"
"182","11715653_a_at","RTFDC1",55.8641,187.555514285714,3.51595807254931,0.00159357076054019,0.00857175516899516,-1.09810645317289,-55.8641,"11715653","replication termination factor 2 domain containing 1","51507"
"183","11715654_x_at","RTFDC1",193.713436428572,752.300335357143,3.16768853705075,0.00384011798651854,0.0170577902827413,-1.86260384589666,-193.713436428572,"11715654","replication termination factor 2 domain containing 1","51507"
"184","11715655_s_at","VDAC1",571.430735714286,1617.58425357143,4.60913976827119,9.01011065020382e-05,0.000917448805538688,1.41380801712755,-571.430735714286,"11715655","voltage-dependent anion channel 1","7416"
"186","11715658_a_at","SLC39A1",22.5328288571429,106.534292785714,3.20339067745105,0.00351342090690335,0.0158982617897115,-1.7855728228208,-22.5328288571429,"11715658","solute carrier family 39 (zinc transporter), member 1","27173"
"187","11715660_a_at","RPN2",870.389807142857,2445.10688928571,3.31402851349154,0.00266215932221201,0.0128083898790985,-1.54478864028767,-870.389807142857,"11715660","ribophorin II","6185"
"188","11715661_a_at","TMEM189-UBE2V1 /// UBE2V1",88.7957742857143,377.219097142857,2.93456731573673,0.00680625168670872,0.0267309216876026,-2.35659513565386,-88.7957742857143,"11715661","TMEM189-UBE2V1 readthrough /// ubiquitin conjugating enzyme E2 variant 1","7335 /// 387522"
"189","11715662_x_at","TMEM189-UBE2V1 /// UBE2V1",38.6347755714286,138.341284357143,3.69798009566419,0.00099698985093963,0.00593207233498302,-0.688759951886285,-38.6347755714286,"11715662","TMEM189-UBE2V1 readthrough /// ubiquitin conjugating enzyme E2 variant 1","7335 /// 387522"
"190","11715664_a_at","STARD7",135.715454285714,992.540612857143,3.18296652122505,0.00369689402369085,0.0165570840783579,-1.82968160036037,-135.715454285714,"11715664","StAR-related lipid transfer domain containing 7","56910"
"191","11715668_a_at","PSMA5",401.112262857143,1045.76908285714,4.64966253349682,8.08743239649469e-05,0.000842959956161332,1.50815866074551,-401.112262857143,"11715668","proteasome subunit alpha 5","5686"
"192","11715670_a_at","IFITM1",4276.25040714286,4250.57939642857,5.71458797264607,4.77233788484321e-06,9.82602214904368e-05,3.96266975071215,-4276.25040714286,"11715670","interferon induced transmembrane protein 1","8519"
"193","11715671_x_at","IFITM1",3626.14219714286,3970.55558714286,6.0262132398946,2.1085976656017e-06,5.41905211719022e-05,4.66260282885156,-3626.14219714286,"11715671","interferon induced transmembrane protein 1","8519"
"195","11715678_s_at","NAP1L4",133.980532857143,594.153765,3.40621867607131,0.00210828785314102,0.0106776251928535,-1.34193586865099,-133.980532857143,"11715678","nucleosome assembly protein 1-like 4","4676"
"197","11715684_a_at","PPA1",2193.46460714286,3175.792725,9.09163295716914,1.21871886764981e-09,2.57259053280182e-07,10.7658721588864,-2193.46460714286,"11715684","pyrophosphatase (inorganic) 1","5464"
"201","11715696_a_at","NOLC1",11.801105,19.2051100714286,7.00666604215104,1.71463727238634e-07,8.27903304687422e-06,6.7801101882445,-11.801105,"11715696","nucleolar and coiled-body phosphoprotein 1","9221"
"202","11715697_a_at","NOLC1",694.174850714286,996.706013214286,9.30953756486895,7.51078232270297e-10,1.94238268497337e-07,11.1398254142122,-694.174850714286,"11715697","nucleolar and coiled-body phosphoprotein 1","9221"
